Paint_ID,Pro_Acryl_Paint_Name,Filled_Hex,Filled_R,Filled_G,Filled_B,Filled_RGB,GW_Match_Name,GW_Product_Line,GW_Paint_ID,GW_Hex,GW_RGB,Comparison_Tool_Page,Match_Distance,Match_Confidence,_exact_key,_loose_key,Duplicate_Type,Registry_File,Company,Brand,Product_Line,Product_Line_Code,Paint_Code,Paint_Name,Normalized_Name,Hex,R,G,B,RGB,Paint_Type,Status,Source,Notes,Swatch,GW_Match_Paint_ID,GW_Match_Product_Line,GW_Match_Paint_Type,GW_Match_Hex,GW_Match_RGB,Comparison_Page,Match_Method,AK_Match_Code,AK_Match_Name,Vallejo_Model_Match_Code,Vallejo_Model_Match_Name,Vallejo_Game_Match_Code,Vallejo_Game_Match_Name,Match_Source,Review_Flag,Review_Notes,Normalized_Paint_Type_Helper,Speedpaint_Match_Count,Speedpaint_Resolved_Count,Speedpaint_Hex_Fill_Source,Top_Match_Company,Top_Match_Brand,Top_Match_Product_Line,Top_Match_Paint_Type,Top_Match_Paint_ID,Top_Match_Name,Top_Match_Hex,Top_Match_RGB,Top_Match_Similarity,AP_Internal_Match_Paint_ID,AP_Internal_Match_Name,AP_Internal_Match_Product_Line,AP_Internal_Match_Hex,AP_Internal_Match_RGB,AP_Internal_Match_Similarity,Pro_Acryl_Match_Paint_ID,Pro_Acryl_Match_Name,Pro_Acryl_Match_Hex,Pro_Acryl_Match_RGB,Pro_Acryl_Match_Similarity,Speedpaint_Data_Source,AK_Match_Paint_ID,AK_Match_Hex,AK_Match_RGB,AK_Match_Similarity,Vallejo_Model_Match_Paint_ID,Vallejo_Model_Match_Hex,Vallejo_Model_Match_RGB,Vallejo_Model_Match_Similarity,Vallejo_Game_Match_Paint_ID,Vallejo_Game_Match_Hex,Vallejo_Game_Match_RGB,Vallejo_Game_Match_Similarity,GW_Match_Paint_ID.1,GW_Match_Name.1,GW_Match_Product_Line.1,GW_Match_Hex.1,GW_Match_RGB.1,GW_RGB_Distance,Match_Confidence.1,GW_Match_Method,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
PA_PRO_ACRYL_DARK_MAGENTA,Dark Magenta,#7C1645,124.0,22.0,69.0,"124,22,69",Screamer Pink,Base,GW_BASE_SCREAMER_PINK,#7C1645,"124,22,69",8.0,334.5,High,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_PINK,Pink,#B94278,185.0,66.0,120.0,"185,66,120",Emperor‘s Children,Layer,GW_LAYER_EMPEROR_S_CHILDREN,#B94278,"185,66,120",8.0,381.1,High,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_MAGENTA,Magenta,#B94278,185.0,66.0,120.0,"185,66,120",Emperor‘s Children,Layer,GW_LAYER_EMPEROR_S_CHILDREN,#B94278,"185,66,120",8.0,652.3,Medium,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_DARK_PLUM,Dark Plum,#6A0002,106.0,0.0,2.0,"106,0,2",Khorne Red,Base,GW_BASE_KHORNE_RED,#6A0002,"106,0,2",7.0,1244.5,Low/manual audit,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_PALE_PINK,Pale Pink,#B94278,185.0,66.0,120.0,"185,66,120",Emperor‘s Children,Layer,GW_LAYER_EMPEROR_S_CHILDREN,#B94278,"185,66,120",8.0,509.3,Medium,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_PLUM,Plum,#F4AFCC,244.0,175.0,204.0,"244,175,204",Fulgrim Pink,Layer,GW_LAYER_FULGRIM_PINK,#F4AFCC,"244,175,204",8.0,771.8,Low/manual audit,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_PURPLE,Purple,#F4AFCC,244.0,175.0,204.0,"244,175,204",Fulgrim Pink,Layer,GW_LAYER_FULGRIM_PINK,#F4AFCC,"244,175,204",8.0,1067.8,Low/manual audit,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_DARK_HOT_PINK,Dark Hot Pink,#7C1645,124.0,22.0,69.0,"124,22,69",Screamer Pink,Base,GW_BASE_SCREAMER_PINK,#7C1645,"124,22,69",8.0,1064.5,Low/manual audit,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_ROYAL_PURPLE,Royal Purple,#471F5E,71.0,31.0,94.0,"71,31,94",Xereus Purple,Layer,GW_LAYER_XEREUS_PURPLE,#471F5E,"71,31,94",9.0,330.5,High,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_DARK_PURPLE,Dark Purple,#8E8C97,142.0,140.0,151.0,"142,140,151",Slaanesh Grey,Layer,GW_LAYER_SLAANESH_GREY,#8E8C97,"142,140,151",9.0,506.2,Medium,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_FADED_PLUM,Faded Plum,#B59ECC,181.0,158.0,204.0,"181,158,204",Dechala Lilac,Layer,GW_LAYER_DECHALA_LILAC,#B59ECC,"181,158,204",9.0,865.4,Low/manual audit,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_FADED_ULTRAMARINE,Faded Ultramarine,#4273B8,66.0,115.0,184.0,"66,115,184",Calgar Blue,Layer,GW_LAYER_CALGAR_BLUE,#4273B8,"66,115,184",10.0,652.3,Medium,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_GREY_BLUE,Grey Blue,#709CB7,112.0,156.0,183.0,"112,156,183",Fenrisian Grey,Layer,GW_LAYER_FENRISIAN_GREY,#709CB7,"112,156,183",26.0,326.6,High,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_ULTRAMARINE,Ultramarine,#295788,41.0,87.0,136.0,"41,87,136",Alaitoc Blue,Layer,GW_LAYER_ALAITOC_BLUE,#295788,"41,87,136",11.0,518.6,Medium,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_DARK_BLUE,Dark Blue,#002051,0.0,32.0,81.0,"0,32,81",Kantor Blue,Base,GW_BASE_KANTOR_BLUE,#002051,"0,32,81",10.0,330.0,High,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_PAYNE_S_GREY,Payne’s Grey,#002051,0.0,32.0,81.0,"0,32,81",Kantor Blue,Base,GW_BASE_KANTOR_BLUE,#002051,"0,32,81",10.0,330.0,High,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA_PRO_ACRYL_BLUE,Blue,#396F9E,57.0,111.0,158.0,"57,111,158",Caledor Sky,Base,GW_BASE_CALEDOR_SKY,#396F9E,"57,111,158",11.0,660.0,Medium,||,|,Exact: Company + Product_Line + Paint_Name,AK_Interactive_registry_26.0.7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
