Paint_ID,Pro_Acryl_Paint_Name,Filled_Hex,Filled_R,Filled_G,Filled_B,Filled_RGB,GW_Match_Name,GW_Product_Line,GW_Paint_ID,GW_Hex,GW_RGB,Comparison_Tool_Page,Match_Distance,Match_Confidence,_exact_key,_loose_key,Duplicate_Type,Registry_File,Company,Brand,Product_Line,Product_Line_Code,Paint_Code,Paint_Name,Normalized_Name,Hex,R,G,B,RGB,Paint_Type,Status,Source,Notes,Swatch,GW_Match_Paint_ID,GW_Match_Product_Line,GW_Match_Paint_Type,GW_Match_Hex,GW_Match_RGB,Comparison_Page,Match_Method,AK_Match_Code,AK_Match_Name,Vallejo_Model_Match_Code,Vallejo_Model_Match_Name,Vallejo_Game_Match_Code,Vallejo_Game_Match_Name,Match_Source,Review_Flag,Review_Notes,Normalized_Paint_Type_Helper,Speedpaint_Match_Count,Speedpaint_Resolved_Count,Speedpaint_Hex_Fill_Source,Top_Match_Company,Top_Match_Brand,Top_Match_Product_Line,Top_Match_Paint_Type,Top_Match_Paint_ID,Top_Match_Name,Top_Match_Hex,Top_Match_RGB,Top_Match_Similarity,AP_Internal_Match_Paint_ID,AP_Internal_Match_Name,AP_Internal_Match_Product_Line,AP_Internal_Match_Hex,AP_Internal_Match_RGB,AP_Internal_Match_Similarity,Pro_Acryl_Match_Paint_ID,Pro_Acryl_Match_Name,Pro_Acryl_Match_Hex,Pro_Acryl_Match_RGB,Pro_Acryl_Match_Similarity,Speedpaint_Data_Source,AK_Match_Paint_ID,AK_Match_Hex,AK_Match_RGB,AK_Match_Similarity,Vallejo_Model_Match_Paint_ID,Vallejo_Model_Match_Hex,Vallejo_Model_Match_RGB,Vallejo_Model_Match_Similarity,Vallejo_Game_Match_Paint_ID,Vallejo_Game_Match_Hex,Vallejo_Game_Match_RGB,Vallejo_Game_Match_Similarity,GW_Match_Paint_ID.1,GW_Match_Name.1,GW_Match_Product_Line.1,GW_Match_Hex.1,GW_Match_RGB.1,GW_RGB_Distance,Match_Confidence.1,GW_Match_Method,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
AP_FANATIC_FUR_BROWN,,,,,,,Skrag Brown,,,,,,26.19,High,army painter|fanatic|fur brown,army painter|fur brown,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,WP3112,Fur Brown,FUR_BROWN,#A14322,161.0,67.0,34.0,"161,67,34",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#A14322,GW_LAYER_SKRAG_BROWN,Layer,Layer,#90490F,"144, 73, 15",Warlord Paint Ranges conversion chart,Curated conversion chart,,,,,72.042,PARASITE BROWN,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_GEMSTONE_RED,,,,,,,,,,,,,,No listed match,army painter|fanatic|gemstone red,army painter|gemstone red,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,,Gemstone Red,GEMSTONE_RED,,,,,,Metallic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,,,,,,,Warlord Paint Ranges conversion chart,Chart row found but no cross-brand fields,,,,,,,Warlord Paint Ranges conversion chart,Review,Fanatic chart row exists but no equivalent values listed,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_GLITTERING_GREEN,,,,,,,,,,,,,,No listed match,army painter|fanatic|glittering green,army painter|glittering green,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,,Glittering Green,GLITTERING_GREEN,,,,,,Metallic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,,,,,,,Warlord Paint Ranges conversion chart,Chart row found but no cross-brand fields,,,,,,,Warlord Paint Ranges conversion chart,Review,Fanatic chart row exists but no equivalent values listed,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_GLOSS_VARNISH,,,,,,,,,,,,,,,army painter|fanatic|gloss varnish,army painter|gloss varnish,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,70.510,Gloss Varnish,GLOSS_VARNISH,,,,,,Auxiliary,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,,,,,,,All_Warpaints_Fanatic_Poster.pdf,,,,,,,,,Review,No Warlord chart row matched by Paint_Code or Paint_Name,Varnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_GREEDY_GOLD,,,,,,,Retributor Armour,,,,,,,High,army painter|fanatic|greedy gold,army painter|greedy gold,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,,Greedy Gold,GREEDY_GOLD,,,,,,Metallic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,,GW_BASE_RETRIBUTOR_ARMOUR,Base,Base,#C39E81,"195, 158, 129",Warlord Paint Ranges conversion chart,Curated conversion chart,11194,BRASS,70.801,BRASS,,,Warlord Paint Ranges conversion chart,,,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_GREENSKIN,,,,,,,Warpstone Glow,,,,,,20.27,High,army painter|fanatic|greenskin,army painter|greenskin,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,WP3051,Greenskin,GREENSKIN,#136232,19.0,98.0,50.0,"19,98,50",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#136232,GW_LAYER_WARPSTONE_GLOW,Layer,Layer,#1E7331,"30, 115, 49",Warlord Paint Ranges conversion chart,Curated conversion chart,11149,INTERMEDIATE GREEN,70.891,INTERMEDIATE GREEN,72.029,SICK GREEN,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_GUN_METAL,,,,,,,Leadbelcher,,,,,,143.85,High,army painter|fanatic|gun metal,army painter|gun metal,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,71.072,Gun Metal,GUN_METAL,#393939,57.0,57.0,57.0,"57,57,57",Metallic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#393939,GW_BASE_LEADBELCHER,Base,Base,#888D8F,"136, 141, 143",Warlord Paint Ranges conversion chart,Curated conversion chart,11212,GUN METAL,70.863,GUNMETAL GREY,72.054,GUNMETAL,Warlord Paint Ranges conversion chart,,,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_HYDRA_TURQUOISE,,,,,,,Temple Guard Blue,,,,,,34.07,High,army painter|fanatic|hydra turquoise,army painter|hydra turquoise,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,WP3038,Hydra Turquoise,HYDRA_TURQUOISE,#199BA3,25.0,155.0,163.0,"25,155,163",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#199BA3,GW_LAYER_TEMPLE_GUARD_BLUE,Layer,Layer,#339A8D,"51, 154, 141",Warlord Paint Ranges conversion chart,Curated conversion chart,11169,BLUE-GREEN,70.808,BLUE GREEN,,,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_LAVA_ORANGE,,,,,,,Fire Dragon Bright,,,,,,68.2,High,army painter|fanatic|lava orange,army painter|lava orange,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,WP3099,Lava Orange,LAVA_ORANGE,#E65525,230.0,85.0,37.0,"230,85,37",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#E65525,GW_LAYER_FIRE_DRAGON_BRIGHT,Layer,Layer,#F58652,"245, 134, 82",Warlord Paint Ranges conversion chart,Curated conversion chart,11077,LIGHT ORANGE,70.911,LIGHT ORANGE,72.008,ORANGE FIRE,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_LEATHER_BROWN,,,,,,,Mournfang Brown,,,,,,70.49,High,army painter|fanatic|leather brown,army painter|leather brown,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,72.040,Leather Brown,LEATHER_BROWN,#764823,118.0,72.0,35.0,"118,72,35",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#764823,GW_BASE_MOURNFANG_BROWN,Base,Base,#640909,"100, 9, 9",Warlord Paint Ranges conversion chart,Curated conversion chart,,,,,72.124,GORGON BROWN,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_MATT_BLACK,,,,,,,Abaddon Black,,,,,,0.0,High,army painter|fanatic|matt black,army painter|matt black,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,WP3001,Matt Black,MATT_BLACK,#231F20,35.0,31.0,32.0,"35,31,32",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#231F20,GW_BASE_ABADDON_BLACK,Base,Base,#231F20,"35, 31, 32",Warlord Paint Ranges conversion chart,Curated conversion chart,11029,BLACK,70.95,BLACK,72.051,BLACK,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_MATT_VARNISH,,,,,,,,,,,,,,,army painter|fanatic|matt varnish,army painter|matt varnish,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,70.520,Matt Varnish,MATT_VARNISH,,,,,,Auxiliary,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,,,,,,,All_Warpaints_Fanatic_Poster.pdf,,,,,,,,,Review,No Warlord chart row matched by Paint_Code or Paint_Name,Varnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_MATT_WHITE,,,,,,,White Scar,,,,,,0.0,High,army painter|fanatic|matt white,army painter|matt white,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,WP3012,Matt White,MATT_WHITE,#FFFFFF,255.0,255.0,255.0,"255,255,255",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#FFFFFF,GW_LAYER_WHITE_SCAR,Layer,Layer,#FFFFFF,"255, 255, 255",Warlord Paint Ranges conversion chart,Curated conversion chart,11001,WHITE,70.951,WHITE,72.001,DEAD WHITE,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_NECROTIC_FLESH,,,,,,,Nurgling Green,,,,,,84.92,High,army painter|fanatic|necrotic flesh,army painter|necrotic flesh,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,WP3071,Necrotic Flesh,NECROTIC_FLESH,#BFC292,191.0,194.0,146.0,"191,194,146",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#BFC292,GW_LAYER_NURGLING_GREEN,Layer,Layer,#849B63,"132, 155, 99",Warlord Paint Ranges conversion chart,Curated conversion chart,11134,GREEN SKY,70.974,GREEN SKY,72.035,DEAD FLESH,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_OAK_BROWN,,,,,,,Dryad Bark,,,,,,37.23,High,army painter|fanatic|oak brown,army painter|oak brown,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,WP3109,Oak Brown,OAK_BROWN,#432010,67.0,32.0,16.0,"67,32,16",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#432010,GW_BASE_DRYAD_BARK,Base,Base,#33312D,"51, 49, 45",Warlord Paint Ranges conversion chart,Curated conversion chart,,,,,72.045,CHARRED BROWN,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_PIXIE_PINK,,,,,,,Emperor's Children,,,,,,63.13,High,army painter|fanatic|pixie pink,army painter|pixie pink,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,WP3123,Pixie Pink,PIXIE_PINK,#D47A83,212.0,122.0,131.0,"212,122,131",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#D47A83,GW_LAYER_EMPEROR_S_CHILDREN,Layer,Layer,#B94278,"185, 66, 120",Warlord Paint Ranges conversion chart,Curated conversion chart,11084,RUBY,70.802,SUNSET RED,,,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_PLATE_MAIL_METAL,,,,,,,,,,,,,,,army painter|fanatic|plate mail metal,army painter|plate mail metal,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,,Plate Mail Metal,PLATE_MAIL_METAL,,,,,,Metallic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,,,,,,,All_Warpaints_Fanatic_Poster.pdf,,,,,,,,,Review,No Warlord chart row matched by Paint_Code or Paint_Name,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_PURE_RED,,,,,,,,,,,,,,No listed match,army painter|fanatic|pure red,army painter|pure red,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,WP3118,Pure Red,PURE_RED,#CF2127,207.0,33.0,39.0,"207,33,39",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#CF2127,,,,,,Warlord Paint Ranges conversion chart,Chart row found but no cross-brand fields,,,,,,,Warlord Paint Ranges conversion chart,Review,Fanatic chart row exists but no equivalent values listed,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_ROUGH_IRON,,,,,,,,,,,,,,High,army painter|fanatic|rough iron,army painter|rough iron,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,,Rough Iron,ROUGH_IRON,,,,,,Metallic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,,,,,,,Warlord Paint Ranges conversion chart,Curated conversion chart,,,,,72.06,TINNY TIN,Warlord Paint Ranges conversion chart,,,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_SHINING_SILVER,,,,,,,Runefang Steel,,,,,,,High,army painter|fanatic|shining silver,army painter|shining silver,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,,Shining Silver,SHINING_SILVER,,,,,,Metallic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,,GW_LAYER_RUNEFANG_STEEL,Layer,Layer,#C3CACE,"195, 202, 206",Warlord Paint Ranges conversion chart,Curated conversion chart,,,,,72.052,SILVER,Warlord Paint Ranges conversion chart,,,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_SKELETON_BONE,,,,,,,Ushabti Bone,,,,,,40.56,High,army painter|fanatic|skeleton bone,army painter|skeleton bone,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,WP3087,Skeleton Bone,SKELETON_BONE,#D3C89D,211.0,200.0,157.0,"211,200,157",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#D3C89D,GW_LAYER_USHABTI_BONE,Layer,Layer,#BBBB7F,"187, 187, 127",Warlord Paint Ranges conversion chart,Curated conversion chart,11035,SAND YELLOW,70.916,SAND YELLOW,,,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_TAINTED_GOLD,,,,,,,,,,,,,,High,army painter|fanatic|tainted gold,army painter|tainted gold,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,,Tainted Gold,TAINTED_GOLD,,,,,,Metallic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,,,,,,,Warlord Paint Ranges conversion chart,Curated conversion chart,11192,OLD GOLD 70.878 OLD GOLD,70.878,OLD GOLD,,,Warlord Paint Ranges conversion chart,,,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_TRUE_COPPER,,,,,,,,,,,,,,High,army painter|fanatic|true copper,army painter|true copper,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,,True Copper,TRUE_COPPER,,,,,,Metallic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,,,,,,,Warlord Paint Ranges conversion chart,Curated conversion chart,,,,,72.059,HAMMERED COPPER,Warlord Paint Ranges conversion chart,,,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_ULTRAMARINE_BLUE,,,,,,,Altdorf Guard Blue,,,,,,53.64,High,army painter|fanatic|ultramarine blue,army painter|ultramarine blue,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,72.022,Ultramarine Blue,ULTRAMARINE_BLUE,#29397B,41.0,57.0,123.0,"41,57,123",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#29397B,GW_LAYER_ALTDORF_GUARD_BLUE,Layer,Layer,#1F56A7,"31, 86, 167",Warlord Paint Ranges conversion chart,Curated conversion chart,,,70.809,ROYAL BLUE,72.022,ULTRAMARINE BLUE,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_UNIFORM_GREY,,,,,,,Dawnstone,,,,,,21.68,High,army painter|fanatic|uniform grey,army painter|uniform grey,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,WP3003,Uniform Grey,UNIFORM_GREY,#5E6A73,94.0,106.0,115.0,"94,106,115",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#5E6A73,GW_LAYER_DAWNSTONE,Layer,Layer,#70756E,"112, 117, 110",Warlord Paint Ranges conversion chart,Curated conversion chart,11021,BASALT GREY,70.869,BASALT GREY,72.049,STONEWALL GREY,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_WEAPON_BRONZE,,,,,,,Brass Scorpion,,,,,,,High,army painter|fanatic|weapon bronze,army painter|weapon bronze,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,,Weapon Bronze,WEAPON_BRONZE,,,,,,Metallic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,,GW_LAYER_BRASS_SCORPION,Layer,Layer,#B7885F,"183, 136, 95",Warlord Paint Ranges conversion chart,Curated conversion chart,,,,,72.057,BRIGHT BRONZE,Warlord Paint Ranges conversion chart,,,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FANATIC_WOLF_GREY,,,,,,,Russ Grey,,,,,,17.06,High,army painter|fanatic|wolf grey,army painter|wolf grey,Loose: Company + Paint_Name,Army_Painter_registry_26.0.11_aligned.csv,Army Painter,Warpaints Fanatic,Fanatic,FANATIC,72.047,Wolf Grey,WOLF_GREY,#5B8093,91.0,128.0,147.0,"91,128,147",Acrylic,Active/Unknown,All_Warpaints_Fanatic_Poster.pdf,Official Fanatic poster; relationships deferred,#5B8093,GW_LAYER_RUSS_GREY,Layer,Layer,#547588,"84, 117, 136",Warlord Paint Ranges conversion chart,Curated conversion chart,11165,GREY-BLUE,70.943,GREY BLUE,,,Warlord Paint Ranges conversion chart,,,Acrylic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW_LAYER_EMPEROR_S_CHILDREN,,,,,,,,,,,,,,,games workshop|layer|emperors children,games workshop|emperors children,Exact: Company + Product_Line + Paint_Name,GW_registry_26.0.11.csv,Games Workshop,Citadel,Layer,LAYER,,Emperor's Children,EMPEROR_S_CHILDREN,#B94278,185.0,66.0,120.0,"185, 66, 120",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £2.75.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW_TECHNICAL_NURGLE_S_ROT,,,,,,,,,,,,,,,games workshop|technical|nurgles rot,games workshop|nurgles rot,Exact: Company + Product_Line + Paint_Name,GW_registry_26.0.11.csv,Games Workshop,Citadel,Technical,TECHNICAL,,Nurgle's Rot,NURGLE_S_ROT,#9B8F22,155.0,143.0,34.0,"155, 143, 34",Technical,Active,Comparison Hex Pull,Active item from Warhammer.com paint listing. Price: £2.75. | Duncan Rhodes/Citadel comparison chart direct hex,#9B8F22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW_LAYER_EMPERORS_CHILDREN,,,,,,,,,,,,,,,games workshop|layer|emperors children,games workshop|emperors children,Exact: Company + Product_Line + Paint_Name,GW_registry_26.0.11.csv,Games Workshop,Citadel,Layer,LAYER,,Emperors Children,EMPERORS_CHILDREN,#B94278,185.0,66.0,120.0,"185, 66, 120",Layer,Discontinued,Full List of Citadel Paints Wikipedia PDF; Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Verified historical Citadel paint from uploaded historical list.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW_TECHNICAL_NURGLES_ROT,,,,,,,,,,,,,,,games workshop|technical|nurgles rot,games workshop|nurgles rot,Exact: Company + Product_Line + Paint_Name,GW_registry_26.0.11.csv,Games Workshop,Citadel,Technical,TECHNICAL,,Nurgles Rot,NURGLES_ROT,#9B8F22,155.0,143.0,34.0,"155, 143, 34",Technical,Discontinued,Comparison Hex Pull,Preserved from uploaded registry; product line normalized during audit. | Duncan Rhodes/Citadel comparison chart direct hex; apostrophe-normalized,#9B8F22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW_BASE_ABADDON_BLACK,,,,,,,,,,,,,,,games workshop|base|abaddon black,games workshop|abaddon black,Loose: Company + Paint_Name,GW_registry_26.0.11.csv,Games Workshop,Citadel,Base,BASE,,Abaddon Black,ABADDON_BLACK,#231F20,35.0,31.0,32.0,"35, 31, 32",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW_BASE_AVERLAND_SUNSET,,,,,,,,,,,,,,,games workshop|base|averland sunset,games workshop|averland sunset,Loose: Company + Paint_Name,GW_registry_26.0.11.csv,Games Workshop,Citadel,Base,BASE,,Averland Sunset,AVERLAND_SUNSET,#FDB825,253.0,184.0,37.0,"253, 184, 37",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW_BASE_BALTHASAR_GOLD,,,,,,,,,,,,,,,games workshop|base|balthasar gold,games workshop|balthasar gold,Loose: Company + Paint_Name,GW_registry_26.0.11.csv,Games Workshop,Citadel,Base,BASE,,Balthasar Gold,BALTHASAR_GOLD,#A47552,164.0,117.0,82.0,"164, 117, 82",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW_BASE_CALIBAN_GREEN,,,,,,,,,,,,,,,games workshop|base|caliban green,games workshop|caliban green,Loose: Company + Paint_Name,GW_registry_26.0.11.csv,Games Workshop,Citadel,Base,BASE,,Caliban Green,CALIBAN_GREEN,#00401F,0.0,64.0,31.0,"0, 64, 31",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
