Paint_ID,Company,Brand,Product_Line,Product_Line_Code,Paint_Code,Paint_Name,Normalized_Name,Hex,R,G,B,RGB,Paint_Type,Status,Source,Notes,Swatch,,,,,,,,,GW_Match_Paint_ID,GW_Match_Name,GW_Match_Product_Line,GW_Match_Paint_Type,GW_Match_Hex,GW_Match_RGB,GW_RGB_Distance,Match_Confidence,GW_Match_Method
VAL_GAME_COLOR_METALLIC_CHAINMAIL,Vallejo,Game Color Metallic,Game Color Metallic,GAME_COLOR_METALLIC,72.053,Chainmail,CHAINMAIL,#7B737B,123,115,123,"123,115,123",Metallic,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database,,,,,,,,,,GW_TECHNICAL_ASTROGRANITE,Astrogranite,Technical,Technical,#787878,"120,120,120",6.56,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_METALLIC_DARK_GUNMETAL,Vallejo,Game Color Metallic,Game Color Metallic,GAME_COLOR_METALLIC,72.054,Dark Gunmetal,DARK_GUNMETAL,#393939,57,57,57,"57,57,57",Metallic,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database; Hex/RGB filled during audit from Registry same paint-code reuse (Existing registry completed row); matched Game Color Gunmetal / Gunmetal Metal.,,,,,,,,,,GW_BASE_IRON_WARRIORS,Iron Warriors,Base,Base,#393939,"57,57,57",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_METALLIC_GLORIOUS_GOLD,Vallejo,Game Color Metallic,Game Color Metallic,GAME_COLOR_METALLIC,72.056,Glorious Gold,GLORIOUS_GOLD,#CCCC33,204,204,51,"204,204,51",Metallic,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database,,,,,,,,,,GW_CONTRAST_MANTIS_WARRIORS_GREEN,Mantis Warriors Green,Contrast,Contrast,#B8C72A,"184,199,42",22.49,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_METALLIC_HAMMERED_COPPER,Vallejo,Game Color Metallic,Game Color Metallic,GAME_COLOR_METALLIC,72.059,Hammered Copper,HAMMERED_COPPER,#73372D,115,55,45,"115,55,45",Metallic,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database; Hex/RGB filled during audit from Mech9 paint-code equivalence cross-reference (Existing registry completed row); matched Mecha Color Metallic Copper.,,,,,,,,,,GW_LAYER_BEATEN_COPPER,Beaten Copper,Layer,Layer,#73372D,"115,55,45",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_METALLIC_METAL_MEDIUM,Vallejo,Game Color Metallic,Game Color Metallic,GAME_COLOR_METALLIC,70.521,Metal Medium,METAL_MEDIUM,,,,,,Metallic,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database,,,,,,,,,,,,,,,,,No RGB,No match - missing source RGB
VAL_GAME_COLOR_METALLIC_NEUTRAL_GREY,Vallejo,Game Color Metallic,Game Color Metallic,GAME_COLOR_METALLIC,72.050,Neutral Grey,NEUTRAL_GREY,#64767A,100,118,122,"100,118,122",Metallic,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database; Hex/RGB filled during audit from Direct RedGrimm Vallejo Model name match (redgrimm army-painter.html); matched Vallejo Model Neutral Grey.,,,,,,,,,,GW_LAYER_WARPFIEND_GREY,Warpfiend Grey,Layer,Layer,#6B6A74,"107,106,116",15.13,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_METALLIC_POLISHED_GOLD,Vallejo,Game Color Metallic,Game Color Metallic,GAME_COLOR_METALLIC,72.055,Polished Gold,POLISHED_GOLD,#E7BD42,231,189,66,"231,189,66",Metallic,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database; Hex/RGB filled during audit from Mech9 paint-code equivalence cross-reference (Existing registry completed row); matched Mecha Color Metallic Gold.,,,,,,,,,,GW_LAYER_SHINING_GOLD,Shining Gold,Layer,Layer,#EFB736,"239,183,54",15.62,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_METALLIC_SILVER,Vallejo,Game Color Metallic,Game Color Metallic,GAME_COLOR_METALLIC,72.052,Silver,SILVER,#B0B9B8,176,185,184,"176,185,184",Metallic,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database; Hex/RGB filled during audit from Direct RedGrimm Vallejo Model name match (Vallejo Colors PDF); matched Vallejo Model Silver.,,,,,,,,,,GW_LAYER_FORTRESS_GREY,Fortress Grey,Layer,Layer,#BCBDC0,"188,189,192",14.97,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_SPECIAL_FX_ACID,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.607,Acid,ACID,#69A260,105,162,96,"105,162,96",Effect,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_LAYER_SKARSNIK_GREEN,Skarsnik Green,Layer,Layer,#5F9370,"95,147,112",24.1,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_SPECIAL_FX_BILE,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.606,Bile,BILE,#BBCE0D,187,206,13,"187,206,13",Effect,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_CONTRAST_MANTIS_WARRIORS_GREEN,Mantis Warriors Green,Contrast,Contrast,#B8C72A,"184,199,42",29.98,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_SPECIAL_FX_CORROSION,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.608,Corrosion,CORROSION,#623228,98,50,40,"98,50,40",Effect,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_LAYER_DARK_FLESH,Dark Flesh,Layer,Layer,#683631,"104,54,49",11.53,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_SPECIAL_FX_DEMON_BLOOD,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.603,Demon Blood,DEMON_BLOOD,#795186,121,81,134,"121,81,134",Effect,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_SHADE_DRUCHII_VIOLET,Druchii Violet,Shade,Shade,#7A468C,"122,70,140",12.57,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_SPECIAL_FX_FRESH_BLOOD,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.601,Fresh Blood,FRESH_BLOOD,#EC655B,236,101,91,"236,101,91",Effect,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_GLAZE_BLOODLETTER,Bloodletter,Glaze,Glaze,#F37355,"243,115,85",16.76,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_SPECIAL_FX_FROST,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.604,Frost,FROST,#66B3E0,102,179,224,"102,179,224",Effect,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_DRY_IMRIK_BLUE,Imrik Blue,Dry,Dry,#67AED0,"103,174,208",16.79,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_SPECIAL_FX_GALVANIC_CORROSION,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.610,Galvanic Corrosion,GALVANIC_CORROSION,#DD8C43,221,140,67,"221,140,67",Effect,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_SHADE_SERAPHIM_SEPIA,Seraphim Sepia,Shade,Shade,#D7824B,"215,130,75",14.14,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_SPECIAL_FX_GLOSS_POLY_VARNISH,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.650,Gloss Poly. Varnish,GLOSS_POLY_VARNISH,,,,,,Effect,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database,,,,,,,,,,,,,,,,,No RGB,No match - missing source RGB
VAL_GAME_COLOR_SPECIAL_FX_GREEN_RUST,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.605,Green Rust,GREEN_RUST,#96C5B2,150,197,178,"150,197,178",Effect,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_DRY_HELLION_GREEN,Hellion Green,Dry,Dry,#84C3AA,"132,195,170",19.8,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_SPECIAL_FX_MATT_POLY_VARNISH,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.651,Matt Poly. Varnish,MATT_POLY_VARNISH,,,,,,Effect,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database,,,,,,,,,,,,,,,,,No RGB,No match - missing source RGB
VAL_GAME_COLOR_SPECIAL_FX_MOSS_AND_LICHEN,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.611,Moss and Lichen,MOSS_AND_LICHEN,#DAD15E,218,209,94,"218,209,94",Effect,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_LAYER_BURNISHED_GOLD,Burnished Gold,Layer,Layer,#E0C068,"224,192,104",20.62,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_SPECIAL_FX_RUST,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.609,Rust,RUST,#70574F,112,87,79,"112,87,79",Effect,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_FOUNDATION_KHEMRI_BROWN,Khemri Brown,Foundation,Foundation,#73614D,"115,97,77",10.63,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_SPECIAL_FX_SATIN_POLY_VARNISH,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.652,Satin Poly. Varnish,SATIN_POLY_VARNISH,,,,,,Effect,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database,,,,,,,,,,,,,,,,,No RGB,No match - missing source RGB
VAL_GAME_COLOR_SPECIAL_FX_THICK_BLOOD,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.602,Thick Blood,THICK_BLOOD,#99483A,153,72,58,"153,72,58",Effect,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_TECHNICAL_MARTIAN_IRONEARTH,Martian Ironearth,Technical,Technical,#935442,"147,84,66",15.62,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_SPECIAL_FX_ULTRA_MATT_POL_VARN,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.653,Ultra Matt Pol. Varn.,ULTRA_MATT_POL_VARN,,,,,,Effect,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database,,,,,,,,,,,,,,,,,No RGB,No match - missing source RGB
VAL_GAME_COLOR_SPECIAL_FX_VOMIT,Vallejo,Game Color Special FX,Game Color Special FX,GAME_COLOR_SPECIAL_FX,72.600,Vomit,VOMIT,#F6AB2A,246,171,42,"246,171,42",Effect,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_BASE_AVERLAND_SUNSET,Averland Sunset,Base,Base,#FDB825,"253,184,37",15.59,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_WASH_BLACK,Vallejo,Game Color Wash,Game Color Wash,GAME_COLOR_WASH,73.201,Black,BLACK,#000000,0,0,0,"0,0,0",Wash,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database; Hex/RGB filled during audit from Direct RedGrimm Vallejo Game name match (redgrimm vallejo-game.html); matched Vallejo Game Black.,,,,,,,,,,GW_AIR_ABADDON_BLACK,Abaddon Black,Air,Air,#000000,"0,0,0",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_WASH_BLUE,Vallejo,Game Color Wash,Game Color Wash,GAME_COLOR_WASH,73.207,Blue,BLUE,#27357E,39,53,126,"39,53,126",Wash,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database,,,,,,,,,,GW_LAYER_STORM_BLUE,Storm Blue,Layer,Layer,#27357E,"39,53,126",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_WASH_FLESH,Vallejo,Game Color Wash,Game Color Wash,GAME_COLOR_WASH,73.204,Flesh,FLESH,#CE8C42,206,140,66,"206,140,66",Wash,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database; Hex/RGB filled during audit from Registry same paint-code reuse (Existing registry completed row); matched Game Color Flesh Wash.,,,,,,,,,,GW_LAYER_FLESH_WASH,Flesh Wash,Layer,Layer,#CE8C42,"206,140,66",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_WASH_RED,Vallejo,Game Color Wash,Game Color Wash,GAME_COLOR_WASH,73.206,Red,RED,#91323A,145,50,58,"145,50,58",Wash,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database; Hex/RGB filled during audit from Direct RedGrimm Vallejo Model name match (redgrimm army-painter.html); matched Vallejo Model Red.,,,,,,,,,,GW_LAYER_TUSKIGOR_FUR,Tuskigor Fur,Layer,Layer,#883636,"136,54,54",10.63,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_WASH_SEPIA,Vallejo,Game Color Wash,Game Color Wash,GAME_COLOR_WASH,73.200,Sepia,SEPIA,#968266,150,130,102,"150,130,102",Wash,Active/Unknown,CC266-Game_Color.pdf; Catalogo_2026-R02.pdf page 52,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_TECHNICAL_AGRELLAN_EARTH,Agrellan Earth,Technical,Technical,#92816D,"146,129,109",8.12,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_WASH_UMBER,Vallejo,Game Color Wash,Game Color Wash,GAME_COLOR_WASH,73.203,Umber,UMBER,#393121,57,49,33,"57,49,33",Wash,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database; Hex/RGB filled during audit from Registry same paint-code reuse (Existing registry completed row); matched Game Color Umber Shade Wash.,,,,,,,,,,GW_LAYER_DEVLAN_MUD_WASH,Devlan Mud Wash,Layer,Layer,#393121,"57,49,33",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_WASH_VIOLET,Vallejo,Game Color Wash,Game Color Wash,GAME_COLOR_WASH,73.209,Violet,VIOLET,#4B2F65,75,47,101,"75,47,101",Wash,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database,,,,,,,,,,GW_CONTRAST_LEVIATHAN_PURPLE,Leviathan Purple,Contrast,Contrast,#4A2A6A,"74,42,106",7.14,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_GAME_COLOR_WASH_YELLOW,Vallejo,Game Color Wash,Game Color Wash,GAME_COLOR_WASH,73.208,Yellow,YELLOW,#E4E566,228,229,102,"228,229,102",Wash,Active/Unknown,CC266-Game_Color.pdf,Imported from compiled central database; Hex/RGB filled during audit from Direct RedGrimm Vallejo Model name match (Vallejo Colors PDF); matched Vallejo Model Yellow.,,,,,,,,,,GW_GLAZE_LAMENTERS_YELLOW,Lamenters Yellow,Glaze,Glaze,#FFF56B,"255,245,107",31.78,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_BLUE_ANGELS_BLUE,Vallejo,Model Air,Model Air,MODEL_AIR,71.090,"""Blue Angels"" Blue",BLUE_ANGELS_BLUE,#27357E,39,53,126,"39,53,126",Acrylic Paint,Active/Unknown,584217179-Vallejo-Paint-List-frenzycheck-com.xlsx,Imported from compiled central database; Hex/RGB filled during audit from Mech9 paint-code equivalence cross-reference (Existing registry completed row); matched Game Color Ink Blue.,,,,,,,,,,GW_LAYER_STORM_BLUE,Storm Blue,Layer,Layer,#27357E,"39,53,126",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_6K_RUSSIAN_BROWN,Vallejo,Model Air,Model Air,MODEL_AIR,71.282,6K Russian Brown,6K_RUSSIAN_BROWN,#455440,69,84,64,"69,84,64",Acrylic airbrush paint,Active/Unknown,CC329-R00-Model-Color-NewIC.pdf,Imported from compiled central database; Hex/RGB filled during audit from Mech9 paint-code equivalence cross-reference (Existing registry completed row); matched Model Air Olive Grey.,,,,,,,,,,GW_LAYER_CATACHAN_GREEN,Catachan Green,Layer,Layer,#455440,"69,84,64",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_AII_SV_GOL_LIGHT_BLUE,Vallejo,Model Air,Model Air,MODEL_AIR,71.317,AII SV. Gol Light Blue,AII_SV_GOL_LIGHT_BLUE,#508CBE,80,140,190,"80,140,190",Acrylic airbrush paint,Active/Unknown,CC329-R00-Model-Color-NewIC.pdf,Imported from compiled central database; Hex/RGB filled during audit from Mech9 paint-code equivalence cross-reference (Existing registry completed row); matched Game Color Electric Blue.,,,,,,,,,,GW_LAYER_HOETH_BLUE,Hoeth Blue,Layer,Layer,#4C7FB4,"76,127,180",16.88,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_AIRBRUSH,Vallejo,Model Air,Model Air,MODEL_AIR,71.262,Airbrush,AIRBRUSH,,,,,,Acrylic airbrush paint,Active/Unknown,CC329-R00-Model-Color-NewIC.pdf,Imported from compiled central database,,,,,,,,,,,,,,,,,No RGB,No match - missing source RGB
VAL_MODEL_AIR_AIRBRUSH_THINNER,Vallejo,Model Air,Model Air,MODEL_AIR,71.261,Airbrush Thinner,AIRBRUSH_THINNER,,,,,,Acrylic airbrush paint,Active/Unknown,CC329-R00-Model-Color-NewIC.pdf,Imported from compiled central database,,,,,,,,,,,,,,,,,No RGB,No match - missing source RGB
VAL_MODEL_AIR_ALUMINUM,Vallejo,Model Air,Model Air,MODEL_AIR,71.062,Aluminum,ALUMINUM,#7B737B,123,115,123,"123,115,123",Acrylic Paint,Active/Unknown,584217179-Vallejo-Paint-List-frenzycheck-com.xlsx,Imported from compiled central database,,,,,,,,,,GW_TECHNICAL_ASTROGRANITE,Astrogranite,Technical,Technical,#787878,"120,120,120",6.56,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_ARCTIC_BLUE,Vallejo,Model Air,Model Air,MODEL_AIR,71.071,Arctic Blue,ARCTIC_BLUE,#746F7E,116,111,126,"116,111,126",Acrylic Paint,Active/Unknown,584217179-Vallejo-Paint-List-frenzycheck-com.xlsx; Catalogo_2026-R02.pdf page 28,Imported from compiled central database | Approx Hex/RGB fill: Vallejo 2026 catalog swatch sample (Medium-High).,,,,,,,,,,GW_TEXTURE_ASTROGRANITE,Astrogranite,Texture,Texture,#757679,"117,118,121",8.66,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_ARMOUR_BROWN,Vallejo,Model Air,Model Air,MODEL_AIR,71.041,Armour Brown,ARMOUR_BROWN,#390008,57,0,8,"57,0,8",Acrylic airbrush paint,Active/Unknown,CC329-R00-Model-Color-NewIC.pdf,Imported from compiled central database; Hex/RGB filled during audit from Mech9 paint-code equivalence cross-reference (Existing registry completed row); matched Model Air Hull Red.,,,,,,,,,,GW_AIR_MOURNFANG_BROWN,Mournfang Brown,Air,Air,#490F06,"73,15,6",22.02,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_BS_DARK_EARTH,Vallejo,Model Air,Model Air,MODEL_AIR,71.323,BS Dark Earth,BS_DARK_EARTH,#705E50,112,94,80,"112,94,80",Acrylic airbrush paint,Active/Unknown,CC329-R00-Model-Color-NewIC.pdf,Imported from compiled central database; Hex/RGB filled during audit from Mech9 paint-code equivalence cross-reference (Existing registry completed row); matched Model Air Dark Earth.,,,,,,,,,,GW_FOUNDATION_KHEMRI_BROWN,Khemri Brown,Foundation,Foundation,#73614D,"115,97,77",5.2,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_BS_MEDIUM_SEA_GREY,Vallejo,Model Air,Model Air,MODEL_AIR,71.307,BS Medium Sea Grey,BS_MEDIUM_SEA_GREY,#959980,149,153,128,"149,153,128",Acrylic airbrush paint,Active/Unknown,CC329-R00-Model-Color-NewIC.pdf,Imported from compiled central database; Hex/RGB filled during audit from Mech9 paint-code equivalence cross-reference (Existing registry completed row); matched Mecha Color Stone Grey.,,,,,,,,,,GW_LAYER_COMMANDO_KHAKI,Commando Khaki,Layer,Layer,#9A8C7B,"154,140,123",14.8,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_BARLEY_GREY,Vallejo,Model Air,Model Air,MODEL_AIR,71.051,Barley Grey,BARLEY_GREY,#64767A,100,118,122,"100,118,122",Acrylic Paint,Active/Unknown,584217179-Vallejo-Paint-List-frenzycheck-com.xlsx,Imported from compiled central database; Hex/RGB filled during audit from Mech9 paint-code equivalence cross-reference (redgrimm army-painter.html); matched Vallejo Model Neutral Grey.,,,,,,,,,,GW_LAYER_WARPFIEND_GREY,Warpfiend Grey,Layer,Layer,#6B6A74,"107,106,116",15.13,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_BASE_GREY,Vallejo,Model Air,Model Air,MODEL_AIR,71.097,Base Grey,BASE_GREY,#999999,153,153,153,"153,153,153",Acrylic Paint,Active/Unknown,584217179-Vallejo-Paint-List-frenzycheck-com.xlsx,Imported from compiled central database,,,,,,,,,,GW_LAYER_ADMINISTRATUM_GREY,Administratum Grey,Layer,Layer,#949B95,"148,155,149",6.71,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_BEIGE,Vallejo,Model Air,Model Air,MODEL_AIR,71.074,Beige,BEIGE,#DBC58E,219,197,142,"219,197,142",Acrylic airbrush paint,Active/Unknown,CC329-R00-Model-Color-NewIC.pdf,Imported from compiled central database,,,,,,,,,,GW_BASE_WRAITHBONE,Wraithbone,Base,Base,#DCCB9A,"220,203,154",13.45,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_BLACK,Vallejo,Model Air,Model Air,MODEL_AIR,71.057,Black,BLACK,#000000,0,0,0,"0,0,0",Acrylic Paint,Active/Unknown,584217179-Vallejo-Paint-List-frenzycheck-com.xlsx,Imported from compiled central database; Hex/RGB filled during audit from Direct RedGrimm Vallejo Game name match (redgrimm vallejo-game.html); matched Vallejo Game Black.,,,,,,,,,,GW_AIR_ABADDON_BLACK,Abaddon Black,Air,Air,#000000,"0,0,0",0,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_BLACK_GREEN,Vallejo,Model Air,Model Air,MODEL_AIR,71.021,Black Green,BLACK_GREEN,#19423E,25,66,62,"25,66,62",Acrylic Paint,Active/Unknown,584217179-Vallejo-Paint-List-frenzycheck-com.xlsx,Imported from compiled central database,,,,,,,,,,GW_BASE_INCUBI_DARKNESS,Incubi Darkness,Base,Base,#0B474A,"11,71,74",19.1,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_BLACK_GREEN_RLM70,Vallejo,Model Air,Model Air,MODEL_AIR,71.021,Black Green RLM70,BLACK_GREEN_RLM70,#19423E,25,66,62,"25,66,62",Acrylic airbrush paint,Active/Unknown,CC329-R00-Model-Color-NewIC.pdf,Imported from compiled central database; Hex/RGB filled during audit from Registry same paint-code reuse (Existing registry completed row); matched Model Air Black Green.,,,,,,,,,,GW_BASE_INCUBI_DARKNESS,Incubi Darkness,Base,Base,#0B474A,"11,71,74",19.1,Medium-High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_BLACK_GREY,Vallejo,Model Air,Model Air,MODEL_AIR,71.056,Black Grey,BLACK_GREY,#2D373A,45,55,58,"45,55,58",Acrylic Paint,Active/Unknown,584217179-Vallejo-Paint-List-frenzycheck-com.xlsx,Imported from compiled central database; Hex/RGB filled during audit from Direct RedGrimm Vallejo Model name match (redgrimm vallejo-game.html); matched Vallejo Model Black Grey.,,,,,,,,,,GW_BASE_IRON_WARRIORS,Iron Warriors,Base,Base,#393939,"57,57,57",12.21,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
VAL_MODEL_AIR_BLACK_GREY_RLM66,Vallejo,Model Air,Model Air,MODEL_AIR,71.055,Black Grey RLM66,BLACK_GREY_RLM66,#4D4A4A,77,74,74,"77,74,74",Acrylic airbrush paint,Active/Unknown,CC329-R00-Model-Color-NewIC.pdf,Imported from compiled central database; Hex/RGB filled during audit from Mech9 paint-code equivalence cross-reference (Existing registry completed row); matched Model Air German Grey.,,,,,,,,,,GW_LAYER_ESHIN_GREY,Eshin Grey,Layer,Layer,#4A4F52,"74,79,82",9.9,High,Computed nearest Games Workshop swatch by Euclidean RGB distance from registry R/G/B values.
