Paint_ID,Company,Brand,Product_Line,Product_Line_Code,Paint_Code,Paint_Name,Normalized_Name,Hex,R,G,B,RGB,Paint_Type,Status,Source,Notes,Swatch
GW_BASE_ABADDON_BLACK,Games Workshop,Citadel,Base,BASE,,Abaddon Black,ABADDON_BLACK,#231F20,35,31,32,"35, 31, 32",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_AVERLAND_SUNSET,Games Workshop,Citadel,Base,BASE,,Averland Sunset,AVERLAND_SUNSET,#FDB825,253,184,37,"253, 184, 37",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_BALTHASAR_GOLD,Games Workshop,Citadel,Base,BASE,,Balthasar Gold,BALTHASAR_GOLD,#A47552,164,117,82,"164, 117, 82",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_BARAK_NAR_BURGUNDY,Games Workshop,Citadel,Base,BASE,,Barak-Nar Burgundy,BARAK_NAR_BURGUNDY,#451636,69,22,54,"69, 22, 54",Base,Active,Comparison Hex Pull,Active item from Warhammer.com paint listing. Price: £2.75. | Dakka 2024 comparison chart direct Citadel hex,#451636
GW_BASE_BUGMAN_S_GLOW,Games Workshop,Citadel,Base,BASE,,Bugman's Glow,BUGMAN_S_GLOW,#834F44,131,79,68,"131, 79, 68",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_CALEDOR_SKY,Games Workshop,Citadel,Base,BASE,,Caledor Sky,CALEDOR_SKY,#396E9E,57,110,158,"57, 110, 158",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_CALIBAN_GREEN,Games Workshop,Citadel,Base,BASE,,Caliban Green,CALIBAN_GREEN,#00401F,0,64,31,"0, 64, 31",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_CASTELLAN_GREEN,Games Workshop,Citadel,Base,BASE,,Castellan Green,CASTELLAN_GREEN,#314821,49,72,33,"49, 72, 33",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_CATACHAN_FLESH,Games Workshop,Citadel,Base,BASE,,Catachan Flesh,CATACHAN_FLESH,#5D0009,93,0,9,"93, 0, 9",Base,Active,Comparison Hex Pull,Active item from Warhammer.com paint listing. Price: £2.75. | Comparison-derived: reddish brown flesh/brown range; using documented Doombull Brown close-range hex,#5D0009
GW_BASE_CELESTRA_GREY,Games Workshop,Citadel,Base,BASE,,Celestra Grey,CELESTRA_GREY,#90A8A8,144,168,168,"144, 168, 168",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_CORAX_WHITE,Games Workshop,Citadel,Base,BASE,,Corax White,CORAX_WHITE,#FFFFFF,255,255,255,"255, 255, 255",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_CORVUS_BLACK,Games Workshop,Citadel,Base,BASE,,Corvus Black,CORVUS_BLACK,#171314,23,19,20,"23, 19, 20",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Same-name Citadel source (Games_Workshop_Citadel_Air_v0.xlsx),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_DAEMONETTE_HIDE,Games Workshop,Citadel,Base,BASE,,Daemonette Hide,DAEMONETTE_HIDE,#696684,105,102,132,"105, 102, 132",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_DEATHWORLD_FOREST,Games Workshop,Citadel,Base,BASE,,Deathworld Forest,DEATHWORLD_FOREST,#5D6732,93,103,50,"93, 103, 50",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_DEATH_GUARD_GREEN,Games Workshop,Citadel,Base,BASE,,Death Guard Green,DEATH_GUARD_GREEN,#9C9171,156,145,113,"156, 145, 113",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_DEATH_KORPS_DRAB,Games Workshop,Citadel,Base,BASE,,Death Korps Drab,DEATH_KORPS_DRAB,#3D4539,61,69,57,"61, 69, 57",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Same-name Citadel source (Games_Workshop_Citadel_Air_v0.xlsx),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_DRYAD_BARK,Games Workshop,Citadel,Base,BASE,,Dryad Bark,DRYAD_BARK,#33312D,51,49,45,"51, 49, 45",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_GAL_VORBAK_RED,Games Workshop,Citadel,Base,BASE,,Gal Vorbak Red,GAL_VORBAK_RED,#4B213C,75,33,60,"75, 33, 60",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Same-name Citadel source (Games_Workshop_Citadel_Air_v0.xlsx),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_GREY_KNIGHTS_STEEL,Games Workshop,Citadel,Base,BASE,,Grey Knights Steel,GREY_KNIGHTS_STEEL,#7F8E99,127,142,153,"127, 142, 153",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Same-name Citadel source (Games_Workshop_Citadel_Air_v0.xlsx),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_GREY_SEER,Games Workshop,Citadel,Base,BASE,,Grey Seer,GREY_SEER,#BFC8C8,191,200,200,"191, 200, 200",Base,Active,Warhammer.com paint inventory paste (331 items),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_HOBGROT_HIDE,Games Workshop,Citadel,Base,BASE,,Hobgrot Hide,HOBGROT_HIDE,#9C8855,156,136,85,"156, 136, 85",Base,Active,Comparison Hex Pull,Active item from Warhammer.com paint listing. Price: £2.75. | Comparison-derived from Stahly 7-in-1 cluster: close to VMC Desert Yellow / AK Sand Yellow family; using documented Desert Yellow hex,#9C8855
GW_BASE_INCUBI_DARKNESS,Games Workshop,Citadel,Base,BASE,,Incubi Darkness,INCUBI_DARKNESS,#0B474A,11,71,74,"11, 71, 74",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_IONRACH_SKIN,Games Workshop,Citadel,Base,BASE,,Ionrach Skin,IONRACH_SKIN,#C0BD81,192,189,129,"192, 189, 129",Base,Active,Comparison Hex Pull,Active item from Warhammer.com paint listing. Price: £2.75. | Comparison-derived from Stahly 7-in-1 cluster: VMC Stone Grey / TTC Kobold Grey / light khaki-grey family; using Krieg Khaki/Necrotic Flesh documented hex,#C0BD81
GW_BASE_IRON_HANDS_STEEL,Games Workshop,Citadel,Base,BASE,,Iron Hands Steel,IRON_HANDS_STEEL,#807872,128,120,114,"128, 120, 114",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Same-name Citadel source (Games_Workshop_Citadel_Air_v0.xlsx),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_IRON_WARRIORS,Games Workshop,Citadel,Base,BASE,,Iron Warriors,IRON_WARRIORS,#393939,57,57,57,"57, 57, 57",Base,Active,Comparison Hex Pull,Active item from Warhammer.com paint listing. Price: £2.75. | Comparison-derived metallic: close to dark gunmetal/leadbelcher family; using documented Boltgun Metal/Gunmetal hex,#393939
GW_BASE_JOKAERO_ORANGE,Games Workshop,Citadel,Base,BASE,,Jokaero Orange,JOKAERO_ORANGE,#EE3823,238,56,35,"238, 56, 35",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_KANTOR_BLUE,Games Workshop,Citadel,Base,BASE,,Kantor Blue,KANTOR_BLUE,#002151,0,33,81,"0, 33, 81",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_KHORNE_RED,Games Workshop,Citadel,Base,BASE,,Khorne Red,KHORNE_RED,#6A0001,106,0,1,"106, 0, 1",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_LEADBELCHER,Games Workshop,Citadel,Base,BASE,,Leadbelcher,LEADBELCHER,#888D8F,136,141,143,"136, 141, 143",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_LUPERCAL_GREEN,Games Workshop,Citadel,Base,BASE,,Lupercal Green,LUPERCAL_GREEN,#002C2C,0,44,44,"0, 44, 44",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Same-name Citadel source (Games_Workshop_Citadel_Air_v0.xlsx),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_MACRAGGE_BLUE,Games Workshop,Citadel,Base,BASE,,Macragge Blue,MACRAGGE_BLUE,#0D407F,13,64,127,"13, 64, 127",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_MECHANICUS_STANDARD_GREY,Games Workshop,Citadel,Base,BASE,,Mechanicus Standard Grey,MECHANICUS_STANDARD_GREY,#3D4B4D,61,75,77,"61, 75, 77",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_MEPHISTON_RED,Games Workshop,Citadel,Base,BASE,,Mephiston Red,MEPHISTON_RED,#9A1115,154,17,21,"154, 17, 21",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_MORGHAST_BONE,Games Workshop,Citadel,Base,BASE,,Morghast Bone,MORGHAST_BONE,#D5C79A,213,199,154,"213, 199, 154",Base,Active,Warhammer.com paint inventory paste (331 items),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_MOURNFANG_BROWN,Games Workshop,Citadel,Base,BASE,,Mournfang Brown,MOURNFANG_BROWN,#640909,100,9,9,"100, 9, 9",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_NAGGAROTH_NIGHT,Games Workshop,Citadel,Base,BASE,,Naggaroth Night,NAGGAROTH_NIGHT,#3D3354,61,51,84,"61, 51, 84",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_NIGHT_LORDS_BLUE,Games Workshop,Citadel,Base,BASE,,Night Lords Blue,NIGHT_LORDS_BLUE,#002B5C,0,43,92,"0, 43, 92",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Same-name Citadel source (Games_Workshop_Citadel_Air_v0.xlsx),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_NOCTURNE_GREEN,Games Workshop,Citadel,Base,BASE,,Nocturne Green,NOCTURNE_GREEN,#152B29,21,43,41,"21, 43, 41",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Same-name Citadel source (Games_Workshop_Citadel_Air_v0.xlsx),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_ORRUK_FLESH,Games Workshop,Citadel,Base,BASE,,Orruk Flesh,ORRUK_FLESH,#A9D171,169,209,113,"169, 209, 113",Base,Active,Comparison Hex Pull,Active item from Warhammer.com paint listing. Price: £2.75. | Comparison-derived from Stahly 7-in-1 cluster: PA Yellow Green / AK Golden Olive / VGC Goblin Green family; using documented Yellow Green hex,#A9D171
GW_BASE_PHOENICIAN_PURPLE,Games Workshop,Citadel,Base,BASE,,Phoenician Purple,PHOENICIAN_PURPLE,#450052,69,0,82,"69, 0, 82",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Same-name Citadel source (Games_Workshop_Citadel_Air_v0.xlsx),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_RAKARTH_FLESH,Games Workshop,Citadel,Base,BASE,,Rakarth Flesh,RAKARTH_FLESH,#A29E91,162,158,145,"162, 158, 145",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_RATSKIN_FLESH,Games Workshop,Citadel,Base,BASE,,Ratskin Flesh,RATSKIN_FLESH,#AD6B4C,173,107,76,"173, 107, 76",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_RETRIBUTOR_ARMOUR,Games Workshop,Citadel,Base,BASE,,Retributor Armour,RETRIBUTOR_ARMOUR,#C39E81,195,158,129,"195, 158, 129",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £3.70.,
GW_BASE_RHINOX_HIDE,Games Workshop,Citadel,Base,BASE,,Rhinox Hide,RHINOX_HIDE,#493435,73,52,53,"73, 52, 53",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_RUNELORD_BRASS,Games Workshop,Citadel,Base,BASE,,Runelord Brass,RUNELORD_BRASS,#BCAFA0,188,175,160,"188, 175, 160",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £3.70.,
GW_BASE_SCREAMER_PINK,Games Workshop,Citadel,Base,BASE,,Screamer Pink,SCREAMER_PINK,#7C1645,124,22,69,"124, 22, 69",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_SCREAMING_BELL,Games Workshop,Citadel,Base,BASE,,Screaming Bell,SCREAMING_BELL,#C16F45,193,111,69,"193, 111, 69",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_STEEL_LEGION_DRAB,Games Workshop,Citadel,Base,BASE,,Steel Legion Drab,STEEL_LEGION_DRAB,#5E5134,94,81,52,"94, 81, 52",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_STEGADON_SCALE_GREEN,Games Workshop,Citadel,Base,BASE,,Stegadon Scale Green,STEGADON_SCALE_GREEN,#074863,7,72,99,"7, 72, 99",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_THE_FANG,Games Workshop,Citadel,Base,BASE,,The Fang,THE_FANG,#436174,67,97,116,"67, 97, 116",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_THONDIA_BROWN,Games Workshop,Citadel,Base,BASE,,Thondia Brown,THONDIA_BROWN,#493435,73,52,53,"73, 52, 53",Base,Active,Comparison Hex Pull,Active item from Warhammer.com paint listing. Price: £2.75. | Comparison-derived from review/source context: close to Rhinox Hide/Dryad Bark/Catachan Flesh; using documented Rhinox Hide hex as closest available,#493435
GW_BASE_THOUSAND_SONS_BLUE,Games Workshop,Citadel,Base,BASE,,Thousand Sons Blue,THOUSAND_SONS_BLUE,#18ABCC,24,171,204,"24, 171, 204",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_WAAAGH_FLESH,Games Workshop,Citadel,Base,BASE,,Waaagh! Flesh,WAAAGH_FLESH,#1F5429,31,84,41,"31, 84, 41",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_WARPLOCK_BRONZE,Games Workshop,Citadel,Base,BASE,,Warplock Bronze,WARPLOCK_BRONZE,#927D7B,146,125,123,"146, 125, 123",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_WRAITHBONE,Games Workshop,Citadel,Base,BASE,,Wraithbone,WRAITHBONE,#DCCB9A,220,203,154,"220, 203, 154",Base,Active,Warhammer.com paint inventory paste (331 items),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_XV_88,Games Workshop,Citadel,Base,BASE,,XV-88,XV_88,#72491E,114,73,30,"114, 73, 30",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_BASE_ZANDRI_DUST,Games Workshop,Citadel,Base,BASE,,Zandri Dust,ZANDRI_DUST,#9E915C,158,145,92,"158, 145, 92",Base,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_ADMINISTRATUM_GREY,Games Workshop,Citadel,Layer,LAYER,,Administratum Grey,ADMINISTRATUM_GREY,#949B95,148,155,149,"148, 155, 149",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_AHRIMAN_BLUE,Games Workshop,Citadel,Layer,LAYER,,Ahriman Blue,AHRIMAN_BLUE,#00A5B9,0,165,185,"0, 165, 185",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_ALAITOC_BLUE,Games Workshop,Citadel,Layer,LAYER,,Alaitoc Blue,ALAITOC_BLUE,#8E8C97,142,140,151,"142, 140, 151",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_ALTDORF_GUARD_BLUE,Games Workshop,Citadel,Layer,LAYER,,Altdorf Guard Blue,ALTDORF_GUARD_BLUE,#1F56A7,31,86,167,"31, 86, 167",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_AURIC_ARMOUR_GOLD,Games Workshop,Citadel,Layer,LAYER,,Auric Armour Gold,AURIC_ARMOUR_GOLD,#E8BC6D,232,188,109,"232, 188, 109",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_BAHARROTH_BLUE,Games Workshop,Citadel,Layer,LAYER,,Baharroth Blue,BAHARROTH_BLUE,#78C4C7,120,196,199,"120, 196, 199",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_BALOR_BROWN,Games Workshop,Citadel,Layer,LAYER,,Balor Brown,BALOR_BROWN,#8B5910,139,89,16,"139, 89, 16",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_BANEBLADE_BROWN,Games Workshop,Citadel,Layer,LAYER,,Baneblade Brown,BANEBLADE_BROWN,#937F6D,147,127,109,"147, 127, 109",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_BESTIGOR_FLESH,Games Workshop,Citadel,Layer,LAYER,,Bestigor Flesh,BESTIGOR_FLESH,#D38A57,211,138,87,"211, 138, 87",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_BLOODREAVER_FLESH,Games Workshop,Citadel,Layer,LAYER,,Bloodreaver Flesh,BLOODREAVER_FLESH,#AD6B4C,173,107,76,"173, 107, 76",Layer,Active,Comparison Hex Pull,Active item from Warhammer.com paint listing. Price: £2.75. | Comparison-derived flesh/brown: closest documented Citadel/Ratskin Flesh family,#AD6B4C
GW_LAYER_BLUE_HORROR,Games Workshop,Citadel,Layer,LAYER,,Blue Horror,BLUE_HORROR,#A2BAD2,162,186,210,"162, 186, 210",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_BRASS_SCORPION,Games Workshop,Citadel,Layer,LAYER,,Brass Scorpion,BRASS_SCORPION,#B7885F,183,136,95,"183, 136, 95",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_CADIAN_FLESHTONE,Games Workshop,Citadel,Layer,LAYER,,Cadian Fleshtone,CADIAN_FLESHTONE,#C77958,199,121,88,"199, 121, 88",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_CALGAR_BLUE,Games Workshop,Citadel,Layer,LAYER,,Calgar Blue,CALGAR_BLUE,#4272B8,66,114,184,"66, 114, 184",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_CANOPTEK_ALLOY,Games Workshop,Citadel,Layer,LAYER,,Canoptek Alloy,CANOPTEK_ALLOY,#B6A89A,182,168,154,"182, 168, 154",Layer,Active,Comparison Hex Pull,Active item from Warhammer.com paint listing. Price: £3.70. | Comparison-derived metallic: closest documented Runelord Brass / muted alloy family,#B6A89A
GW_LAYER_CASTELLAX_BRONZE,Games Workshop,Citadel,Layer,LAYER,,Castellax Bronze,CASTELLAX_BRONZE,#B46B3A,180,107,58,"180, 107, 58",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Same-name Citadel source (Games_Workshop_Citadel_Air_v0.xlsx),Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_DARK_REAPER,Games Workshop,Citadel,Layer,LAYER,,Dark Reaper,DARK_REAPER,#3B5150,59,81,80,"59, 81, 80",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_DAWNSTONE,Games Workshop,Citadel,Layer,LAYER,,Dawnstone,DAWNSTONE,#70756E,112,117,110,"112, 117, 110",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_DEATHCLAW_BROWN,Games Workshop,Citadel,Layer,LAYER,,Deathclaw Brown,DEATHCLAW_BROWN,#B36853,179,104,83,"179, 104, 83",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_DECHALA_LILAC,Games Workshop,Citadel,Layer,LAYER,,Dechala Lilac,DECHALA_LILAC,#B59ECC,181,158,204,"181, 158, 204",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_DEEPKIN_FLESH,Games Workshop,Citadel,Layer,LAYER,,Deepkin Flesh,DEEPKIN_FLESH,#D2D4C7,210,212,199,"210, 212, 199",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_DOOMBULL_BROWN,Games Workshop,Citadel,Layer,LAYER,,Doombull Brown,DOOMBULL_BROWN,#5D0009,93,0,9,"93, 0, 9",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_DORN_YELLOW,Games Workshop,Citadel,Layer,LAYER,,Dorn Yellow,DORN_YELLOW,#E3D28C,227,210,140,"227, 210, 140",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Existing GW registry real product row,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_ELYSIAN_GREEN,Games Workshop,Citadel,Layer,LAYER,,Elysian Green,ELYSIAN_GREEN,#748F39,116,143,57,"116, 143, 57",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_ESHIN_GREY,Games Workshop,Citadel,Layer,LAYER,,Eshin Grey,ESHIN_GREY,#4A4F52,74,79,82,"74, 79, 82",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_EVIL_SUNZ_SCARLET,Games Workshop,Citadel,Layer,LAYER,,Evil Sunz Scarlet,EVIL_SUNZ_SCARLET,#C2191F,194,25,31,"194, 25, 31",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
GW_LAYER_FENRISIAN_GREY,Games Workshop,Citadel,Layer,LAYER,,Fenrisian Grey,FENRISIAN_GREY,#719BB7,113,155,183,"113, 155, 183",Layer,Active,Warhammer.com paint inventory paste (331 items); Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Active item from Warhammer.com paint listing. Price: £2.75.,
