Paint_ID,Company,Brand,Product_Line,Product_Line_Code,Paint_Code,Paint_Name,Normalized_Name,Hex,R,G,B,RGB,Paint_Type,Status,Source,Notes,Swatch
GW_EDGE_FULGRIM_PINK,Games Workshop,Citadel,Edge,EDGE,,Fulgrim Pink,FULGRIM_PINK,#F4AFCD,244,175,205,"244, 175, 205",Edge,Discontinued,Full List of Citadel Paints Wikipedia PDF; Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Verified historical Citadel paint from uploaded historical list.,
GW_EDGE_GAUSS_BLASTER_GREEN,Games Workshop,Citadel,Edge,EDGE,,Gauss Blaster Green,GAUSS_BLASTER_GREEN,#84C3AA,132,195,170,"132, 195, 170",Edge,Discontinued,Full List of Citadel Paints Wikipedia PDF; Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Verified historical Citadel paint from uploaded historical list.,
GW_EDGE_KRIEG_KHAKI,Games Workshop,Citadel,Edge,EDGE,,Krieg Khaki,KRIEG_KHAKI,#C0BD81,192,189,129,"192, 189, 129",Edge,Discontinued,Full List of Citadel Paints Wikipedia PDF; Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Verified historical Citadel paint from uploaded historical list.,
GW_EDGE_LUGGANATH_ORANGE,Games Workshop,Citadel,Edge,EDGE,,Lugganath Orange,LUGGANATH_ORANGE,#F79E86,247,158,134,"247, 158, 134",Edge,Discontinued,Full List of Citadel Paints Wikipedia PDF; Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Verified historical Citadel paint from uploaded historical list.,
GW_FOUNDATION_ADEPTUS_BATTLEGREY,Games Workshop,Citadel,Foundation,FOUNDATION,,Adeptus Battlegrey,ADEPTUS_BATTLEGREY,#4A4C58,74,76,88,"74, 76, 88",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_CALTHAN_BROWN,Games Workshop,Citadel,Foundation,FOUNDATION,,Calthan Brown,CALTHAN_BROWN,#7A4231,122,66,49,"122, 66, 49",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_CHARADON_GRANITE,Games Workshop,Citadel,Foundation,FOUNDATION,,Charadon Granite,CHARADON_GRANITE,#463F39,70,63,57,"70, 63, 57",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_DHENEB_STONE,Games Workshop,Citadel,Foundation,FOUNDATION,,Dheneb Stone,DHENEB_STONE,#B8ACA0,184,172,160,"184, 172, 160",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_FENRIS_GREY,Games Workshop,Citadel,Foundation,FOUNDATION,,Fenris Grey,FENRIS_GREY,#2C4363,44,67,99,"44, 67, 99",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_GRETCHIN_GREEN,Games Workshop,Citadel,Foundation,FOUNDATION,,Gretchin Green,GRETCHIN_GREEN,#7E6930,126,105,48,"126, 105, 48",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_HORMAGAUNT_PURPLE,Games Workshop,Citadel,Foundation,FOUNDATION,,Hormagaunt Purple,HORMAGAUNT_PURPLE,#54496B,84,73,107,"84, 73, 107",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_IYANDEN_DARKSUN,Games Workshop,Citadel,Foundation,FOUNDATION,,Iyanden Darksun,IYANDEN_DARKSUN,#AD852E,173,133,46,"173, 133, 46",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_KHEMRI_BROWN,Games Workshop,Citadel,Foundation,FOUNDATION,,Khemri Brown,KHEMRI_BROWN,#73614D,115,97,77,"115, 97, 77",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_KNARLOC_GREEN,Games Workshop,Citadel,Foundation,FOUNDATION,,Knarloc Green,KNARLOC_GREEN,#434F38,67,79,56,"67, 79, 56",Foundation,Discontinued,Existing uploaded GW registry after artifact cleanup; Hex/RGB: Existing uploaded GW registry row,Preserved from uploaded registry; product line normalized during audit.,
GW_FOUNDATION_MACHARIUS_SOLAR_ORANGE,Games Workshop,Citadel,Foundation,FOUNDATION,,Macharius Solar Orange,MACHARIUS_SOLAR_ORANGE,#B94023,185,64,35,"185, 64, 35",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_MECHRITE_RED,Games Workshop,Citadel,Foundation,FOUNDATION,,Mechrite Red,MECHRITE_RED,#A82014,168,32,20,"168, 32, 20",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_MORDIAN_BLUE,Games Workshop,Citadel,Foundation,FOUNDATION,,Mordian Blue,MORDIAN_BLUE,#244882,36,72,130,"36, 72, 130",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_NECRON_ABYSS,Games Workshop,Citadel,Foundation,FOUNDATION,,Necron Abyss,NECRON_ABYSS,#1A213D,26,33,61,"26, 33, 61",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_ORKHIDE_SHADE,Games Workshop,Citadel,Foundation,FOUNDATION,,Orkhide Shade,ORKHIDE_SHADE,#26372D,38,55,45,"38, 55, 45",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_TALLARN_FLESH,Games Workshop,Citadel,Foundation,FOUNDATION,,Tallarn Flesh,TALLARN_FLESH,#B27B67,178,123,103,"178, 123, 103",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_FOUNDATION_TAUSEPT_OCHRE,Games Workshop,Citadel,Foundation,FOUNDATION,,Tausept Ochre,TAUSEPT_OCHRE,#A06E3B,160,110,59,"160, 110, 59",Foundation,Discontinued,GW/Citadel Colours Revised PDF; Hex/RGB: GW/Citadel Colours Revised PDF,Historical Citadel/Games Workshop color from uploaded revised chart.,
GW_GLAZE_BLOODLETTER,Games Workshop,Citadel,Glaze,GLAZE,,Bloodletter,BLOODLETTER,#F37355,243,115,85,"243, 115, 85",Glaze,Discontinued,Full List of Citadel Paints Wikipedia PDF; Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Verified historical Citadel paint from uploaded historical list.,
GW_GLAZE_GUILLIMAN_BLUE,Games Workshop,Citadel,Glaze,GLAZE,,Guilliman Blue,GUILLIMAN_BLUE,#2F9AD6,47,154,214,"47, 154, 214",Glaze,Discontinued,Full List of Citadel Paints Wikipedia PDF; Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Verified historical Citadel paint from uploaded historical list.,
GW_GLAZE_LAMENTERS_YELLOW,Games Workshop,Citadel,Glaze,GLAZE,,Lamenters Yellow,LAMENTERS_YELLOW,#FFF56B,255,245,107,"255, 245, 107",Glaze,Discontinued,Full List of Citadel Paints Wikipedia PDF; Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Verified historical Citadel paint from uploaded historical list.,
GW_GLAZE_WAYWATCHER_GREEN,Games Workshop,Citadel,Glaze,GLAZE,,Waywatcher Green,WAYWATCHER_GREEN,#6DC066,109,192,102,"109, 192, 102",Glaze,Discontinued,Full List of Citadel Paints Wikipedia PDF; Hex/RGB: Full List of Citadel Paints Wikipedia PDF,Verified historical Citadel paint from uploaded historical list.,
