Paint_ID,Company,Brand,Product_Line,Product_Line_Code,Paint_Code,Paint_Name,Normalized_Name,Hex,R,G,B,RGB,Paint_Type,Status,Source,Notes,Swatch,AK_Source_Name,AK_Source_Line,AK_Source_URL,Nearest_GW_Product_Line,Nearest_GW_Paint_Name,Nearest_GW_Hex,GW_RGB_Distance
AK_3GEN_FLUORESCENT_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11178,Fluorescent Blue,FLUORESCENT BLUE,#014063,1,64,99,1:64:99,Acrylic Paint,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Fluorescent Blue,3rd Gen General,https://ak-interactive.com/product/fluorescent-blue-standard/,Base,Stegadon Scale Green,#074864,10.05
AK_3GEN_FLUORESCENT_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11129,Fluorescent Green,FLUORESCENT GREEN,#97C122,151,193,34,151:193:34,Acrylic Paint,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Fluorescent Green,3rd Gen General,https://ak-interactive.com/product/fluorescent-green-standard/,New/Current or Comparison,Moot Green,#A5D610,31
AK_3GEN_FLUORESCENT_MAGENTA,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11068,Fluorescent Magenta,FLUORESCENT MAGENTA,#EA4F6A,234,79,106,234:79:106,Acrylic Paint,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Fluorescent Magenta,3rd Gen General,https://ak-interactive.com/product/fluorescent-magenta-standard/,Technical,Spiritstone Red,#FD5D3D,50.81
AK_3GEN_FLUORESCENT_ORANGE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11081,Fluorescent Orange,FLUORESCENT ORANGE,#EA571F,234,87,31,234:87:31,Acrylic Paint,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Fluorescent Orange,3rd Gen General,https://ak-interactive.com/product/fluorescent-orange-standard/,Layer,Troll Slayer Orange,#F46C2E,27.68
AK_3GEN_FLUORESCENT_YELLOW,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11049,Fluorescent Yellow,FLUORESCENT YELLOW,#EEE429,238,228,41,238:228:41,Acrylic Paint,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Fluorescent Yellow,3rd Gen General,https://ak-interactive.com/product/fluorescent-yellow-standard/,New/Current or Comparison,Gehenna's Gold,#CCCC33,42.8
AK_3GEN_FOUNDRY_RED,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11203,Foundry Red,FOUNDRY RED,#C53632,197,54,50,197:54:50,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Foundry Red,3rd Gen General,https://ak-interactive.com/product/foundry-red-metallic/,Layer,Evil Sunz Scarlet,#C21920,34.26
AK_3GEN_FRENCH_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11166,French Blue,FRENCH BLUE,#555754,85,87,84,85:87:84,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,French Blue,3rd Gen General,https://ak-interactive.com/product/french-blue-standard/,Layer,Eshin Grey,#4A4F53,13.64
AK_3GEN_FROG_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11136,Frog Green,FROG GREEN,#98B921,152,185,33,152:185:33,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Frog Green,3rd Gen General,https://ak-interactive.com/product/frog-green-standard/,New/Current or Comparison,Moot Green,#A5D610,36.04
AK_3GEN_GERMAN_FIELD_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11154,German Field Grey,GERMAN FIELD GREY,#423E24,66,62,36,66:62:36,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,German Field Grey,3rd Gen General,https://ak-interactive.com/product/german-field-grey-standard/,Technical,Typhus Corrosion,#453F31,13.38
AK_3GEN_GERMAN_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11025,German Grey,GERMAN GREY,#383830,56,56,48,56:56:48,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,German Grey,3rd Gen General,https://ak-interactive.com/product/german-grey-standard/,Base,Dryad Bark,#34312C,9
AK_3GEN_GOLD,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11191,Gold,GOLD,#9B6716,155,103,22,155:103:22,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Gold,3rd Gen General,https://ak-interactive.com/product/gold-metallic/,New/Current or Comparison,Balor Brown,#9C6B08,14.59
AK_3GEN_GOLDEN_BROWN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11117,Golden Brown,GOLDEN BROWN,#AE7712,174,119,18,174:119:18,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Golden Brown,3rd Gen General,https://ak-interactive.com/product/golden-brown-standard/,Layer,Tallarn Sand,#A67610,8.31
AK_3GEN_GOLDEN_OLIVE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11139,Golden Olive,GOLDEN OLIVE,#747C28,116,124,40,116:124:40,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Golden Olive,3rd Gen General,https://ak-interactive.com/product/golden-olive-standard/,Layer,Straken Green,#628026,18.55
AK_3GEN_GOLDEN_YELLOW,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11041,Golden Yellow,GOLDEN YELLOW,#F9B14C,249,177,76,249:177:76,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Golden Yellow,3rd Gen General,https://ak-interactive.com/product/golden-yellow-standard/,New/Current or Comparison,Auric Armour Gold,#E7BD42,23.83
AK_3GEN_GRAPHITE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11019,Graphite,GRAPHITE,#6C6F61,108,111,97,108:111:97,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Graphite,3rd Gen General,https://ak-interactive.com/product/graphite-standard/,Layer,Stormvermin Fur,#736C66,9.11
AK_3GEN_GRASS_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11140,Grass Green,GRASS GREEN,#65822C,101,130,44,101:130:44,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Grass Green,3rd Gen General,https://ak-interactive.com/product/grass-green-standard/,Layer,Straken Green,#628026,7
AK_3GEN_GREEN_BROWN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11126,Green-Brown,GREEN-BROWN,#705A23,112,90,35,112:90:35,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Green-Brown,3rd Gen General,https://ak-interactive.com/product/green-brown-standard/,Old/Discontinued,Brazen Brass,#735A21,3.61
AK_3GEN_GREEN_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11132,Green Grey,GREEN GREY,#E0E5BF,224,229,191,224:229:191,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Green-Grey,3rd Gen General,https://ak-interactive.com/product/green-grey-standard/,New/Current or Comparison,Nurgling Green,#E7EFC6,14.07
AK_3GEN_GREEN_OCHRE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11122,Green Ochre,GREEN OCHRE,#A68236,166,130,54,166:130:54,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Green Ochre,3rd Gen General,https://ak-interactive.com/product/green-ochre-standard/,Shade,Fuegan Orange,#AD6E38,21.28
AK_3GEN_GREEN_SKY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11134,Green Sky,GREEN SKY,#8BB284,139,178,132,139:178:132,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Green Sky,3rd Gen General,https://ak-interactive.com/product/green-sky-standard/,Technical,Nihilakh Oxide,#85B59D,25.88
AK_3GEN_GREENISH_WHITE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11005,Greenish White,GREENISH WHITE,#E5EECC,229,238,204,229:238:204,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Greenish White,3rd Gen General,https://ak-interactive.com/product/greenish-white-standard/,New/Current or Comparison,Nurgling Green,#E7EFC6,6.4
AK_3GEN_GREENSKIN_PUNCH,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,,Greenskin Punch,GREENSKIN PUNCH,#00FF00,0,255,0,0:255:0,Acrylic/Metallic comparison color,Active/Unknown,883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Extracted from 7-in-1 comparison tool; use as reference, not canonical. Hex/RGB manually fixed from user-updated Missing_Color_Audit.",,Greenskin Punch,Manual Color Fix,,,,,
AK_3GEN_GREY_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11165,Grey-Blue,GREY-BLUE,#5F6772,95,103,114,95:103:114,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Grey-Blue,3rd Gen General,https://ak-interactive.com/product/grey-blue-standard/,Layer,Warpfiend Grey,#6C6A75,13.67
AK_3GEN_GREY_BROWN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11125,Grey-Brown,GREY-BROWN,#705B3C,112,91,60,112:91:60,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Grey-Brown,3rd Gen General,https://ak-interactive.com/product/grey-brown-standard/,Old/Discontinued,Calthan Brown,#6D5044,13.93
AK_3GEN_GREY_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11016,Grey-Green,GREY-GREEN,#818166,129,129,102,129:129:102,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Grey-Green,3rd Gen General,https://ak-interactive.com/product/grey-green-standard/,Technical,Agrellan Earth,#92816D,18.38
AK_3GEN_GRIM_BROWN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11112,Grim Brown,GRIM BROWN,#1E160E,30,22,14,30:22:14,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Grim Brown,3rd Gen General,https://ak-interactive.com/product/grim-brown-standard/,Shade,Nuln Oil,#151203,14.76
AK_3GEN_GRIMY_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11008,Grimy Grey,GRIMY GREY,#DFC898,223,200,152,223:200:152,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Grimy Grey,3rd Gen General,https://ak-interactive.com/product/grimy-grey-standard/,Dry,Sigmarite,#DAC38D,13.08
AK_3GEN_GUN_METAL,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11212,Gun Metal,GUN METAL,#4C4C49,76,76,73,76:76:73,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Gun Metal,3rd Gen General,https://ak-interactive.com/product/gun-metal-metallic-2/,New/Current or Comparison,Stormvermin Fur,#4D4A4A,2.45
AK_3GEN_GUNSHIP_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11150,Gunship Green,GUNSHIP GREEN,#475435,71,84,53,71:84:53,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Gunship Green,3rd Gen General,https://ak-interactive.com/product/gunship-green-standard/,New/Current or Comparison,Loren Forest,#434F38,7.07
AK_3GEN_HULL_RED,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11108,Hull Red,HULL RED,#351C10,53,28,16,53:28:16,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Hull Red,3rd Gen General,https://ak-interactive.com/product/hull-red-standard/,Technical,Stirland Battlemire,#321905,11.79
AK_3GEN_ICE_YELLOW,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11036,Ice Yellow,ICE YELLOW,#FFF08E,255,240,142,255:240:142,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Ice Yellow,3rd Gen General,https://ak-interactive.com/product/ice-yellow-standard/,Dry,Hexos Palesun,#F1DCA3,32.2
AK_3GEN_IMPERIAL_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11180,Imperial Blue,IMPERIAL BLUE,#22274F,34,39,79,34:39:79,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Imperial Blue,3rd Gen General,https://ak-interactive.com/product/imperial-blue-standard/,New/Current or Comparison,Drakenhof Nightshade,#273E53,23.87
AK_3GEN_INTENSE_PINK,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11065,Intense Pink,INTENSE PINK,#EB748F,235,116,143,235:116:143,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Intense Pink,3rd Gen General,https://ak-interactive.com/product/intense-pink-intense/,Layer,Lugganath Orange,#F89E86,44.88
AK_3GEN_INTERIOR_YELLOW_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11138,Interior Yellow Green,INTERIOR YELLOW GREEN,#ACA317,172,163,23,172:163:23,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Interior Yellow Green,3rd Gen General,https://ak-interactive.com/product/interior-yellow-green-standard/,Technical,Armageddon Dust,#CBAD0D,34.07
AK_3GEN_INTERMEDIATE_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11163,Intermediate Blue,INTERMEDIATE BLUE,#676A67,103,106,103,103:106:103,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Intermediate Blue,3rd Gen General,https://ak-interactive.com/product/intermediate-blue-standard/,Layer,Stormvermin Fur,#736C66,12.21
AK_3GEN_INTERMEDIATE_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11149,Intermediate Green,INTERMEDIATE GREEN,#506F32,80,111,50,80:111:50,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Intermediate Green,3rd Gen General,https://ak-interactive.com/product/intermediate-green-standard/,Layer,Loren Forest,#51702D,5.2
AK_3GEN_IVORY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11004,Ivory,IVORY,#F3EDC6,243,237,198,243:237:198,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Ivory,3rd Gen General,https://ak-interactive.com/product/ivory-standard/,New/Current or Comparison,Nurgling Green,#E7EFC6,12.17
AK_3GEN_JAPANESE_BROWN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11123,Japanese Brown,JAPANESE BROWN,#956E1D,149,110,29,149:110:29,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Japanese Brown,3rd Gen General,https://ak-interactive.com/product/japanese-brown-standard/,New/Current or Comparison,Balor Brown,#9C6B08,22.34
AK_3GEN_KING_PURPLE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,,King Purple,KING PURPLE,#551A8B,85,26,139,85:26:139,Acrylic/Metallic comparison color,Active/Unknown,883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Extracted from 7-in-1 comparison tool; use as reference, not canonical. Hex/RGB manually fixed from user-updated Missing_Color_Audit.",,King Purple,Manual Color Fix,,,,,
AK_3GEN_LASER_MAGENTA,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11066,Laser Magenta,LASER MAGENTA,#6B102E,107,16,46,107:16:46,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Laser Magenta,3rd Gen General,https://ak-interactive.com/product/laser-magenta-standard/,Base,Screamer Pink,#7C1645,29.22
AK_3GEN_LASER_YELLOW,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11048,Laser Yellow,LASER YELLOW,#F0E639,240,230,57,240:230:57,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Laser Yellow,3rd Gen General,https://ak-interactive.com/product/laser-yellow-standard/,Shade,Casandora Yellow,#F1CB4E,34.22
AK_3GEN_LEAD_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11023,Lead Grey,LEAD GREY,#454843,69,72,67,69:72:67,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Lead Grey,3rd Gen General,https://ak-interactive.com/product/lead-grey-standard/,New/Current or Comparison,Stormvermin Fur,#4D4A4A,10.82
AK_3GEN_LEATHER_BROWN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11110,Leather Brown,LEATHER BROWN,#45311E,69,49,30,69:49:30,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Leather Brown,3rd Gen General,https://ak-interactive.com/product/leather-brown-standard/,New/Current or Comparison,Warplock Bronze,#393121,12.37
AK_3GEN_LEMON_YELLOW,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11047,Lemon Yellow,LEMON YELLOW,#FFE221,255,226,33,255:226:33,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Lemon Yellow,3rd Gen General,https://ak-interactive.com/product/lemon-yellow-standard/,Layer,Yriel Yellow,#FFDB01,32.76
AK_3GEN_LIGHT_BROWN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11100,Light Brown,LIGHT BROWN,#CF8138,207,129,56,207:129:56,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Light Brown,3rd Gen General,https://ak-interactive.com/product/light-brown-standard/,New/Current or Comparison,Reikland Fleshshade,#CE8C42,14.9
AK_3GEN_LIGHT_EARTH,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11115,Light Earth,LIGHT EARTH,#D0B57E,208,181,126,208:181:126,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Light Earth,3rd Gen General,https://ak-interactive.com/product/light-earth-standard/,Layer,Flayed One Flesh,#CBB48B,13.96
AK_3GEN_LIGHT_FLESH,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11050,Light Flesh,LIGHT FLESH,#FEDEB4,254,222,180,254:222:180,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Light Flesh,3rd Gen General,https://ak-interactive.com/product/light-flesh-standard/,New/Current or Comparison,Ushabti Bone,#EFD9A8,19.85
AK_3GEN_LIGHT_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11141,Light Green,LIGHT GREEN,#5A9232,90,146,50,90:146:50,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Light Green,3rd Gen General,https://ak-interactive.com/product/light-green-standard/,Dry,Niblet Green,#648B32,12.21
AK_3GEN_LIGHT_ORANGE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11077,Light Orange,LIGHT ORANGE,#EF7B3D,239,123,61,239:123:61,Acrylic Paint,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Light Orange,3rd Gen General,https://ak-interactive.com/product/light-orange-standard/,Layer,Troll Slayer Orange,#F46C2E,21.79
AK_3GEN_LIGHT_PRUSSIAN_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11186,Light Prussian Blue,LIGHT PRUSSIAN BLUE,#122C38,18,44,56,18:44:56,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Light Prussian Blue,3rd Gen General,https://ak-interactive.com/product/light-prussian-blue-standard/,Base,Abaddon Black,#231F20,32.16
AK_3GEN_LIGHT_RUST,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11105,Light Rust,LIGHT RUST,#DA5714,218,87,20,218:87:20,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Light Rust,3rd Gen General,https://ak-interactive.com/product/light-rust-standard/,Dry,Ryza Rust,#CE6426,25.24
AK_3GEN_LILAC,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11071,Lilac,LILAC,#656074,101,96,116,101:96:116,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Lilac,3rd Gen General,https://ak-interactive.com/product/lilac-standard/,Layer,Warpfiend Grey,#6C6A75,12.25
AK_3GEN_LIME_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11137,Lime Green,LIME GREEN,#839F2A,131,159,42,131:159:42,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Lime Green,3rd Gen General,https://ak-interactive.com/product/lime-green-standard/,Layer,Elysian Green,#758E3A,27.22
AK_3GEN_LIZARD_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11145,Lizard Green,LIZARD GREEN,#175A32,23,90,50,23:90:50,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Lizard Green,3rd Gen General,https://ak-interactive.com/product/lizard-green-standard/,Base,Waaagh! Flesh,#20552B,12.45
AK_3GEN_LUMINOUS_FLESH,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11051,Luminous Flesh,LUMINOUS FLESH,#EEC280,238,194,128,238:194:128,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Luminous Flesh,3rd Gen General,https://ak-interactive.com/product/luminous-flesh-standard/,Dry,Eldar Flesh,#EDC184,4.24
AK_3GEN_LUMINOUS_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11128,Luminous Green,LUMINOUS GREEN,#CBD641,203,214,65,203:214:65,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Luminous Green,3rd Gen General,https://ak-interactive.com/product/luminous-green-standard/,New/Current or Comparison,Gehenna's Gold,#CCCC33,17.23
AK_3GEN_MAGENTA,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11067,Magenta,MAGENTA,#B23360,178,51,96,178:51:96,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Magenta,3rd Gen General,https://ak-interactive.com/product/magenta-standard/,Layer,Emperor's Children,#B94278,29.15
AK_3GEN_MAHOGANY_BROWN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11106,Mahogany Brown,MAHOGANY BROWN,#612C10,97,44,16,97:44:16,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Mahogany Brown,3rd Gen General,https://ak-interactive.com/product/mahogany-brown-standard/,New/Current or Comparison,Mournfang Brown,#663300,18.17
AK_3GEN_MATT_RED,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11092,Matt Red,MATT RED,#B4321B,180,50,27,180:50:27,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Matt Red,3rd Gen General,https://ak-interactive.com/product/matt-red-standard/,Shade,Reikland Fleshshade,#A34529,29.09
