Paint_ID,Company,Brand,Product_Line,Product_Line_Code,Paint_Code,Paint_Name,Normalized_Name,Hex,R,G,B,RGB,Paint_Type,Status,Source,Notes,Swatch,AK_Source_Name,AK_Source_Line,AK_Source_URL,Nearest_GW_Product_Line,Nearest_GW_Paint_Name,Nearest_GW_Hex,GW_RGB_Distance
AK_3GEN_BLACK_PURPLE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,,Black Purple,BLACK PURPLE,#0F0616,15,6,22,15:6:22,Acrylic/Metallic comparison color,Active/Unknown,883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Extracted from 7-in-1 comparison tool; use as reference, not canonical. Hex/RGB manually fixed from user-updated Missing_Color_Audit.",,Black Purple,Manual Color Fix,,,,,
AK_3GEN_BLACK_RED,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11098,Black Red,BLACK RED,#43281F,67,40,31,67:40:31,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Black Red,3rd Gen General,https://ak-interactive.com/product/black-red-standard/,New/Current or Comparison,Warplock Bronze,#393121,13.6
AK_3GEN_BLOOD_RED,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11089,Blood Red,BLOOD RED,#C6241B,198,36,27,198:36:27,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Blood Red,3rd Gen General,https://ak-interactive.com/product/blood-red-standard/,Layer,Evil Sunz Scarlet,#C21920,12.73
AK_3GEN_BLUE_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11169,Blue Green,BLUE GREEN,#388678,56,134,120,56:134:120,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Blue-Green,3rd Gen General,https://ak-interactive.com/product/blue-green-standard/,Shade,Coelia Greenshade,#4A7F79,19.34
AK_3GEN_BLUE_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11011,Blue Grey,BLUE GREY,#C7D0CD,199,208,205,199:208:205,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Blue-Grey,3rd Gen General,https://ak-interactive.com/product/blue-grey-standard/,Layer,Runefang Steel,#C6CBD0,5.92
AK_3GEN_BLUE_VIOLET,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11070,Blue Violet,BLUE VIOLET,#8A6FA5,138,111,165,138:111:165,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Blue Violet,3rd Gen General,https://ak-interactive.com/product/blue-violet-standard/,Layer,Genestealer Purple,#7761AA,24.12
AK_3GEN_BORDEAUX_RED,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11094,Bordeaux Red,BORDEAUX RED,#A23B30,162,59,48,162:59:48,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Bordeaux Red,3rd Gen General,https://ak-interactive.com/product/bordeaux-red-standard/,Shade,Reikland Fleshshade,#A34529,12.25
AK_3GEN_BRASS,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11194,Brass,BRASS,#9F5E15,159,94,21,159:94:21,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Brass,3rd Gen General,https://ak-interactive.com/product/brass-metallic/,New/Current or Comparison,Hashut Copper,#9C5221,17.23
AK_3GEN_BRICK_RED,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11093,Brick Red,BRICK RED,#9F4529,159,69,41,159:69:41,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Brick Red,3rd Gen General,https://ak-interactive.com/product/brick-red-standard/,Shade,Reikland Fleshshade,#A34529,4
AK_3GEN_BRITISH_KHAKI,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11127,British Khaki,BRITISH KHAKI,#674D21,103,77,33,103:77:33,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,British Khaki,3rd Gen General,https://ak-interactive.com/product/british-khaki-standard/,Base,XV-88,#72481E,12.45
AK_3GEN_BRONZE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11196,Bronze,BRONZE,#7D5413,125,84,19,125:84:19,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Bronze,3rd Gen General,https://ak-interactive.com/product/bronze-metallic/,Layer,Balor Brown,#8B5910,15.17
AK_3GEN_BROWN_ROSE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11063,Brown Rose,BROWN ROSE,#D98463,217,132,99,217:132:99,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Brown Rose,3rd Gen General,https://ak-interactive.com/product/brown-rose-standard/,Layer,Bestigor Flesh,#D28B57,15.56
AK_3GEN_BROWNISH_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11151,Brownish Green,BROWNISH GREEN,#574715,87,71,21,87:71:21,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Brownish Green,3rd Gen General,https://ak-interactive.com/product/brownish-green-standard/,Base,XV-88,#72481E,28.48
AK_3GEN_BUFF,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11031,Buff,BUFF,#D2AD5D,210,173,93,210:173:93,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Buff,3rd Gen General,https://ak-interactive.com/product/buff-standard/,Base,Retributor Armour,#CEAE65,9
AK_3GEN_BURNT_RED,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11097,Burnt Red,BURNT RED,#523125,82,49,37,82:49:37,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Burnt Red,3rd Gen General,https://ak-interactive.com/product/burnt-red-standard/,Base,Rhinox Hide,#493335,18.47
AK_3GEN_BURNT_TIN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11198,Burnt Tin,BURNT TIN,#311B12,49,27,18,49:27:18,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Burnt Tin,3rd Gen General,https://ak-interactive.com/product/burnt-tin-metallic/,Technical,Stirland Battlemire,#321905,13.19
AK_3GEN_BURNT_UMBER,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11111,Burnt Umber,BURNT UMBER,#2B2012,43,32,18,43:32:18,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Burnt Umber,3rd Gen General,https://ak-interactive.com/product/burnt-umber-standard/,Base,Abaddon Black,#231F20,16.16
AK_3GEN_CADMIUM_RED,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11085,Cadmium Red,CADMIUM RED,#E8592F,232,89,47,232:89:47,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Cadmium Red,3rd Gen General,https://ak-interactive.com/product/cadmium-red-standard/,Layer,Troll Slayer Orange,#F46C2E,22.49
AK_3GEN_CAMOUFLAGE_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11156,Camouflage Green,CAMOUFLAGE GREEN,#4E411D,78,65,29,78:65:29,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Camouflage Green,3rd Gen General,https://ak-interactive.com/product/camouflage-green-standard/,Technical,Typhus Corrosion,#453F31,22.02
AK_3GEN_CARMINE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11091,Carmine,CARMINE,#B83F23,184,63,35,184:63:35,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Carmine,3rd Gen General,https://ak-interactive.com/product/carmine-standard/,Shade,Reikland Fleshshade,#A34529,22.65
AK_3GEN_CHOCOLATE_CHIPPING,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,,Chocolate (Chipping),CHOCOLATE (CHIPPING),#3E2319,62,35,25,62:35:25,Acrylic/Metallic comparison color,Active/Unknown,883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Extracted from 7-in-1 comparison tool; use as reference, not canonical. Hex/RGB manually fixed from user-updated Missing_Color_Audit.",,Chocolate (Chipping),Manual Color Fix,,,,,
AK_3GEN_COBALT_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11201,Cobalt Blue,COBALT BLUE,#0D2335,13,35,53,13:35:53,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Cobalt Blue,3rd Gen General,https://ak-interactive.com/product/cobalt-blue-metallic/,Base,Abaddon Black,#231F20,30.68
AK_3GEN_COLD_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,,Cold Green,COLD GREEN,#008080,0,128,128,0:128:128,Acrylic/Metallic comparison color,Active/Unknown,883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Extracted from 7-in-1 comparison tool; use as reference, not canonical. Hex/RGB manually fixed from user-updated Missing_Color_Audit.",,Cold Green,Manual Color Fix,,,,,
AK_3GEN_COMMAND_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11155,Command Green,COMMAND GREEN,#302E18,48,46,24,48:46:24,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Command Green,3rd Gen General,https://ak-interactive.com/product/command-green-standard/,New/Current or Comparison,Warplock Bronze,#393121,13.08
AK_3GEN_COPPER,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11197,Copper,COPPER,#BB5715,187,87,21,187:87:21,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Copper,3rd Gen General,https://ak-interactive.com/product/copper-metallic/,Base,Screaming Bell,#B3562B,23.43
AK_3GEN_CORK,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11119,Cork,CORK,#A27649,162,118,73,162:118:73,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Cork,3rd Gen General,https://ak-interactive.com/product/cork-standard/,Technical,Agrellan Badland,#A17359,16.31
AK_3GEN_DARK_ALUMINIUM,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11208,Dark Aluminium,DARK ALUMINIUM,#787777,120,119,119,120:119:119,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Aluminium,3rd Gen General,https://ak-interactive.com/product/dark-aluminium-metallic/,Technical,Astrogranite,#787878,1.41
AK_3GEN_DARK_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11181,Dark Blue,DARK BLUE,#1E2E4B,30,46,75,30:46:75,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Blue,3rd Gen General,https://ak-interactive.com/product/dark-blue-standard/,New/Current or Comparison,Drakenhof Nightshade,#273E53,20.02
AK_3GEN_DARK_BLUE_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11164,Dark Blue Grey,DARK BLUE GREY,#4D5E54,77,94,84,77:94:84,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Blue-Grey,3rd Gen General,https://ak-interactive.com/product/dark-blue-grey-standard/,Base,Leadbelcher,#475659,11.18
AK_3GEN_DARK_BROWN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11109,Dark Brown,DARK BROWN,#543A17,84,58,23,84:58:23,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Brown,3rd Gen General,https://ak-interactive.com/product/dark-brown-standard/,Technical,Stirland Mud,#473300,27.33
AK_3GEN_DARK_FLESH,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11056,Dark Flesh,DARK FLESH,#EDA538,237,165,56,237:165:56,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Flesh,3rd Gen General,https://ak-interactive.com/product/dark-flesh-standard/,Layer,Zamesi Desert,#DCA026,25.26
AK_3GEN_DARK_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11146,Dark Green,DARK GREEN,#23461E,35,70,30,35:70:30,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Green,3rd Gen General,https://ak-interactive.com/product/dark-green-standard/,Base,Castellan Green,#304921,13.67
AK_3GEN_DARK_GREEN_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11133,Dark Green Grey,DARK GREEN GREY,#3C4F3D,60,79,61,60:79:61,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Green-Grey,3rd Gen General,https://ak-interactive.com/product/dark-green-grey-standard/,New/Current or Comparison,Loren Forest,#434F38,8.6
AK_3GEN_DARK_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11022,Dark Grey,DARK GREY,#4B4A44,75,74,68,75:74:68,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Grey,3rd Gen General,https://ak-interactive.com/product/dark-grey-standard/,New/Current or Comparison,Stormvermin Fur,#4D4A4A,6.32
AK_3GEN_DARK_PRUSSIAN_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11189,Dark Prussian Blue,DARK PRUSSIAN BLUE,#0C0E1A,12,14,26,12:14:26,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Prussian Blue,3rd Gen General,https://ak-interactive.com/product/dark-prussian-blue-standard/,Shade,Nuln Oil,#151203,25.02
AK_3GEN_DARK_RUST,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11107,Dark Rust,DARK RUST,#532711,83,39,17,83:39:17,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Rust,3rd Gen General,https://ak-interactive.com/product/dark-rust-standard/,Technical,Blood For The Blood God,#581011,23.54
AK_3GEN_DARK_SAND,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11033,Dark Sand,DARK SAND,#E5BD58,229,189,88,229:189:88,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Sand,3rd Gen General,https://ak-interactive.com/product/dark-sand-standard/,Shade,Casandora Yellow,#F1CB4E,20.98
AK_3GEN_DARK_SEA_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11190,Dark Sea Blue,DARK SEA BLUE,#0D1915,13,25,21,13:25:21,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Sea Blue,3rd Gen General,https://ak-interactive.com/product/dark-sea-blue-standard/,Shade,Nuln Oil,#151203,20.9
AK_3GEN_DARK_SEA_BLUE_BLUE_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,,Dark Sea Blue BLUE GREY,DARK SEA BLUE BLUE GREY,#022F8E,2,47,142,2:47:142,Acrylic/Metallic comparison color,Active/Unknown,883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Extracted from 7-in-1 comparison tool; use as reference, not canonical. Hex/RGB manually fixed from user-updated Missing_Color_Audit.",,Dark Sea Blue BLUE GREY,Manual Color Fix,,,,,
AK_3GEN_DARK_SEA_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11015,Dark Sea Grey,DARK SEA GREY,#7B7973,123,121,115,123:121:115,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dark Sea Grey,3rd Gen General,https://ak-interactive.com/product/dark-sea-grey-standard/,Technical,Astrogranite,#787878,5.92
AK_3GEN_DEAD_RED,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11083,Dead Red,DEAD RED,#E94B4C,233,75,76,233:75:76,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dead Red,3rd Gen General,https://ak-interactive.com/product/dead-red-standard/,Technical,Spiritstone Red,#FD5D3D,30.81
AK_3GEN_DECK_TAN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11114,Deck Tan,DECK TAN,#D0C5B0,208,197,176,208:197:176,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Deck Tan,3rd Gen General,https://ak-interactive.com/product/deck-tan-standard/,Layer,Liberator Gold,#D5C4AA,7.87
AK_3GEN_DECOMPOSED_FLESH,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11058,Decomposed Flesh,DECOMPOSED FLESH,#BAA361,186,163,97,186:163:97,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Decomposed Flesh,3rd Gen General,https://ak-interactive.com/product/decomposed-flesh-standard/,Layer,Karak Stone,#BB9662,13.08
AK_3GEN_DEEP_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11182,Deep Blue,DEEP BLUE,#1D4167,29,65,103,29:65:103,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Deep Blue,3rd Gen General,https://ak-interactive.com/product/deep-blue-intense/,New/Current or Comparison,Drakenhof Nightshade,#273E53,22.56
AK_3GEN_DEEP_BROWN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11102,Deep Brown,DEEP BROWN,#874C2B,135,76,43,135:76:43,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Deep Brown,3rd Gen General,https://ak-interactive.com/product/deep-brown-intense/,Base,Balthasar Gold,#87542F,8.94
AK_3GEN_DEEP_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11142,Deep Green,DEEP GREEN,#1D632D,29,99,45,29:99:45,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Deep Green,3rd Gen General,https://ak-interactive.com/product/deep-green-intense/,Base,Waaagh! Flesh,#20552B,14.46
AK_3GEN_DEEP_PURPLE_MC_LIGHT_PINK,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,,Deep Purple MC Light Pink,DEEP PURPLE MC LIGHT PINK,#7C4B69,124,75,105,124:75:105,Acrylic/Metallic comparison color,Active/Unknown,883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Extracted from 7-in-1 comparison tool; use as reference, not canonical. Hex/RGB manually fixed from user-updated Missing_Color_Audit.",,Deep Purple MC Light Pink,Manual Color Fix,,,,,
AK_3GEN_DEEP_RED,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11088,Deep Red,DEEP RED,#DC211B,220,33,27,220:33:27,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Deep Red,3rd Gen General,https://ak-interactive.com/product/deep-red-intense/,Layer,Wild Rider Red,#EB2E28,23.73
AK_3GEN_DEEP_SKY_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11176,Deep Sky Blue,DEEP SKY BLUE,#69B5C7,105,181,199,105:181:199,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Deep Sky Blue,3rd Gen General,https://ak-interactive.com/product/deep-sky-blue-standard/,Dry,Skink Blue,#59C1CE,21.19
AK_3GEN_DEEP_VIOLET,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11072,Deep Violet,DEEP VIOLET,#75556E,117,85,110,117:85:110,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Deep Violet,3rd Gen General,https://ak-interactive.com/product/deep-violet-intense/,Layer,Warpfiend Grey,#6C6A75,23.9
AK_3GEN_DEEP_YELLOW,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11045,Deep Yellow,DEEP YELLOW,#FDC607,253,198,7,253:198:7,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Deep Yellow,3rd Gen General,https://ak-interactive.com/product/deep-yellow-intense/,New/Current or Comparison,Yriel Yellow,#FFCE00,10.82
AK_3GEN_DIRTY_RED,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11095,Dirty Red,DIRTY RED,#7F1B10,127,27,16,127:27:16,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dirty Red,3rd Gen General,https://ak-interactive.com/product/dirty-red-standard/,Layer,Wazdakka Red,#8C0A0C,21.77
AK_3GEN_DIRTY_YELLOW,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11043,Dirty Yellow,DIRTY YELLOW,#EEA81B,238,168,27,238:168:27,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Dirty Yellow,3rd Gen General,https://ak-interactive.com/product/dirty-yellow-standard/,Layer,Zamesi Desert,#DCA026,22.56
AK_3GEN_DRAGON_BLOOD,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,,Dragon Blood,DRAGON BLOOD,#B84048,184,64,72,184:64:72,Acrylic/Metallic comparison color,Active/Unknown,883483738-7-in-1-comparison-tool-stahly-V15.pdf,"Extracted from 7-in-1 comparison tool; use as reference, not canonical. Hex/RGB manually fixed from user-updated Missing_Color_Audit.",,Dragon Blood,Manual Color Fix,,,,,
AK_3GEN_DUCAT_BLUE,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11177,Ducat Blue,DUCAT BLUE,#3A88A1,58,136,161,58:136:161,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Ducat Blue,3rd Gen General,https://ak-interactive.com/product/ducat-blue-standard/,Base,Caledor Sky,#396F9E,25.2
AK_3GEN_EMERALD,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11144,Emerald,EMERALD,#066343,6,99,67,6:99:67,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Emerald,3rd Gen General,https://ak-interactive.com/product/emerald-standard/,New/Current or Comparison,Sotek Green,#006B5A,25.08
AK_3GEN_EMERALD_METALLIC_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11204,Emerald Metallic Green,EMERALD METALLIC GREEN,#22763A,34,118,58,34:118:58,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Emerald Metallic Green,3rd Gen General,https://ak-interactive.com/product/emerald-metallic-green-metallic/,Layer,Warpstone Glow,#1E7332,9.43
AK_3GEN_ENGLISH_GREY,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11020,English Grey,ENGLISH GREY,#706E65,112,110,101,112:110:101,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,English Grey,3rd Gen General,https://ak-interactive.com/product/english-grey-standard/,Layer,Stormvermin Fur,#736C66,3.74
AK_3GEN_EXTRA_DARK_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11153,Extra Dark Green,EXTRA DARK GREEN,#22322A,34,50,42,34:50:42,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Extra Dark Green,3rd Gen General,https://ak-interactive.com/product/extra-dark-green-standard/,Base,Dryad Bark,#34312C,18.14
AK_3GEN_FADED_GREEN,AK Interactive,AK 3rd Gen,3rd Gen,3GEN,AK-11135,Faded Green,FADED GREEN,#7D8972,125,137,114,125:137:114,Acrylic/Metallic comparison color,Active/Unknown,AK Interactive source workbooks,Hex/RGB filled from 3rd Gen General source workbook; nearest GW match calculated from GW registry for comparison only.,,Faded Green,3rd Gen General,https://ak-interactive.com/product/faded-green-standard/,Technical,Astrogranite,#787878,18.71
