Source_Company,Source_Product_Line,Source_Paint_Name,Source_Paint_ID,Equivalent_Company,Equivalent_Product_Line,Equivalent_Paint_Name,Equivalent_Paint_ID,Match_Type,Similarity_Percent,Confidence,Equivalent_Category,Source,Source_Document,Notes
Army Painter,Speedpaint 2.0,Ancient Honey,,Vallejo,Game Color,Moon Yellow (72.005),,Speedpaint Comparison,96.7,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ancient Honey,,Vallejo,Model Color,Deep Yellow (70.915),,Speedpaint Comparison,96.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ancient Honey,,Monument,Pro Acryl Standard,Warm Yellow (072),,Speedpaint Comparison,96.5,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ancient Honey,,Scale75,Inktensity,Inktense Yellow (SC86),,Speedpaint Comparison,98.1,High,inks,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Zealot Yellow,,Citadel,Contrast,Bad Moon Yellow,,Speedpaint Comparison,97.5,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Zealot Yellow,,Army Painter,Speedpaint 2.0,Ancient Honey,,Speedpaint Comparison,96.7,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Zealot Yellow,,Scale75,Scalecolor,Sol Yellow (SC40),,Speedpaint Comparison,99.0,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Zealot Yellow,,Army Painter,Warpaints Fanatic,Daemonic Yellow,,Speedpaint Comparison,98.7,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Zealot Yellow,,AK Interactive,3rd Gen Acrylic,Deep Yellow - Intense (AK11045),,Speedpaint Comparison,97.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Zealot Yellow,,AK Interactive,3rd Gen Acrylic,Yellow (AK11044),,Speedpaint Comparison,96.0,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Zealot Yellow,,Vallejo,Game Color,Moon Yellow (72.005),,Speedpaint Comparison,95.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Zealot Yellow,,Vallejo,Model Color,Deep Yellow (70.915),,Speedpaint Comparison,95.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Zealot Yellow,,Citadel,Base,Averland Sunset,,Speedpaint Comparison,95.9,Medium,base paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Zealot Yellow,,Citadel,Air,Averland Sunset,,Speedpaint Comparison,95.9,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Zealot Yellow,,Vallejo,Game Air,Moon Yellow (76.005),,Speedpaint Comparison,95.9,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Zealot Yellow,,Scale75,Inktensity,Inktense Yellow (SC86),,Speedpaint Comparison,97.0,Medium,inks,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Sand Golem,,Citadel,Contrast,Ironjawz Yellow,,Speedpaint Comparison,98.0,High,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Sand Golem,,AK Interactive,3rd Gen Acrylic,Medium Sand (AK11034),,Speedpaint Comparison,98.8,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Sand Golem,,Monument,Pro Acryl Standard,Yellow Ochre (038),,Speedpaint Comparison,98.4,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Sand Golem,,AK Interactive,3rd Gen Acrylic,Ochre (AK11118),,Speedpaint Comparison,97.0,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Sand Golem,,Citadel,Layer,Zamesi Desert,,Speedpaint Comparison,96.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Sand Golem,,Army Painter,Warpaints,Phoenix Flames,,Speedpaint Comparison,95.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Nuclear Sunrise,,Army Painter,Speedpaint 2.0,Fire Giant Orange,,Speedpaint Comparison,96.7,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Nuclear Sunrise,,AK Interactive,3rd Gen Acrylic,Light Orange (AK11077),,Speedpaint Comparison,98.0,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Nuclear Sunrise,,Citadel,Layer,Troll Slayer Orange,,Speedpaint Comparison,97.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Nuclear Sunrise,,Vallejo,Model Color,Light Orange (70.911),,Speedpaint Comparison,96.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Nuclear Sunrise,,AK Interactive,3rd Gen Acrylic,Medium Orange (AK11078),,Speedpaint Comparison,96.0,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Nuclear Sunrise,,AK Interactive,3rd Gen Acrylic,Clear Orange (AK11218),,Speedpaint Comparison,95.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Nuclear Sunrise,,Scale75,Fantasy & Games,Tiamat Orange (SFG06),,Speedpaint Comparison,95.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Nuclear Sunrise,,Citadel,Dry,Ryza Rust,,Speedpaint Comparison,97.9,Medium,drybrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Nuclear Sunrise,,Citadel,Air,Troll Slayer Orange,,Speedpaint Comparison,97.9,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Giant Orange,,Army Painter,Speedpaint 2.0,Nuclear Sunrise,,Speedpaint Comparison,96.7,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Giant Orange,,Army Painter,Warpaints Fanatic,Lava Orange,,Speedpaint Comparison,97.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Giant Orange,,Two Thin Coats,Wave 3,Solar Flare,,Speedpaint Comparison,97.5,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Giant Orange,,Army Painter,Warpaints Fanatic,Flickering Flame,,Speedpaint Comparison,97.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Giant Orange,,Scale75,Fantasy & Games,Tiamat Orange (SFG06),,Speedpaint Comparison,95.7,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Giant Orange,,Vallejo,Game Color,Gold Yellow (72.007),,Speedpaint Comparison,95.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Giant Orange,,Vallejo,Model Color,Light Orange (70.911),,Speedpaint Comparison,95.0,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Giant Orange,,Vallejo,Game Air,Gold Yellow (76.007),,Speedpaint Comparison,95.4,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Drake,,Kimera Kolors,Expansion Set 1,Diarylide Yellow,,Speedpaint Comparison,96.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Drake,,Scale75,Scalecolor,Mars Orange (SC39),,Speedpaint Comparison,96.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Drake,,AK Interactive,3rd Gen Acrylic,Burn Orange (AK11079),,Speedpaint Comparison,95.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Drake,,Citadel,Layer,Cadian Fleshtone,,Speedpaint Comparison,95.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Drake,,Vallejo,Model Color,Bright Orange (70.851),,Speedpaint Comparison,95.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Fire Drake,,Vallejo,Model Air,Orange Rust (71.130),,Speedpaint Comparison,95.6,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Aged Hide,,Army Painter,Speedpaint 2.0,Bright Red,,Speedpaint Comparison,95.6,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Aged Hide,,Vallejo,Model Air,Fluorescent Red (71.082),,Speedpaint Comparison,96.0,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Aged Hide,,Army Painter,Warpaints Fanatic,Sacred Scarlet,,Speedpaint Comparison,96.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Aged Hide,,Vallejo,Model Color,Amaranth Red (70.829),,Speedpaint Comparison,95.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Peachy Flesh,,Citadel,Shade,Casandora Yellow,,Speedpaint Comparison,95.6,Medium,washes,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Peachy Flesh,,Vallejo,Model Color,Sunny Skin Tone (70.845),,Speedpaint Comparison,96.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Peachy Flesh,,AK Interactive,3rd Gen Acrylic,Ocher Orange (AK11099),,Speedpaint Comparison,96.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Peachy Flesh,,AK Interactive,3rd Gen Acrylic,Pastel Peach (AK11076),,Speedpaint Comparison,95.7,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Peachy Flesh,,AK Interactive,3rd Gen Acrylic,Basic Skin Tone (AK11052),,Speedpaint Comparison,95.5,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Peachy Flesh,,AK Interactive,3rd Gen Acrylic,Sunny Skin Tone (AK11055),,Speedpaint Comparison,95.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Crusader Skin,,AK Interactive,3rd Gen Acrylic,Salmon (AK11061),,Speedpaint Comparison,98.1,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Crusader Skin,,AK Interactive,3rd Gen Acrylic,Sickly Pink (AK11060),,Speedpaint Comparison,96.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Crusader Skin,,Vallejo,Model Color,Basic Skin Tone (70.815),,Speedpaint Comparison,95.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Crusader Skin,,Vallejo,Game Color,Skin Tone (72.099),,Speedpaint Comparison,95.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Vallejo,Xpress Color,Mummy White (72.449),,Speedpaint Comparison,95.7,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Vallejo,Xpress Color,Bag of Bones (72.450),,Speedpaint Comparison,95.2,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Two Thin Coats,Wave 1,Skeleton Legion,,Speedpaint Comparison,98.2,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Scale75,Scalecolor,Thar Brown (SC61),,Speedpaint Comparison,97.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Vallejo,Game Color,Bone White (72.034),,Speedpaint Comparison,97.0,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Vallejo,Model Color,Iraqi Sand (70.819),,Speedpaint Comparison,96.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Army Painter,Warpaints Fanatic,Tomb King Tan,,Speedpaint Comparison,95.5,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Two Thin Coats,Wave 2,Argonaut Skin,,Speedpaint Comparison,95.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Two Thin Coats,Wave 1,Flesh Wash,,Speedpaint Comparison,95.6,Medium,washes,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Vallejo,Model Air,USAF Tan (71.348),,Speedpaint Comparison,98.1,High,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Vallejo,Model Air,US Earth Yellow (71.291),,Speedpaint Comparison,97.1,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Vallejo,Game Air,Bone White (76.034),,Speedpaint Comparison,97.0,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Vallejo,Model Air,UK Light Stone (71.143),,Speedpaint Comparison,96.9,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bony Matter,,Vallejo,Model Air,Light Brown (71.027),,Speedpaint Comparison,96.8,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Pallid Bone,,AK Interactive,3rd Gen Acrylic,Grimy Grey (AK11008),,Speedpaint Comparison,98.0,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Pallid Bone,,Two Thin Coats,Wave 2,Ares Flesh,,Speedpaint Comparison,96.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Pallid Bone,,Scale75,Fantasy & Games,Moonray Flesh (SFG17),,Speedpaint Comparison,96.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Pallid Bone,,Monument,Pro Acryl Signature,Heavy Warm White (S18),,Speedpaint Comparison,95.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Pallid Bone,,Scale75,Fantasy & Games,Hykey Yellow (SFG41),,Speedpaint Comparison,95.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnt Moss,,Vallejo,Model Air,Gunship Green (71.014),,Speedpaint Comparison,97.0,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnt Moss,,Vallejo,Model Air,Green RLM62 (71.104),,Speedpaint Comparison,96.5,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnt Moss,,Vallejo,Model Air,Nato Green (71.093),,Speedpaint Comparison,96.0,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnt Moss,,Vallejo,Model Air,Green Grey (71.341),,Speedpaint Comparison,95.8,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnt Moss,,Vallejo,Model Air,Medium Olive (71.092),,Speedpaint Comparison,95.4,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnt Moss,,Vallejo,Model Air,NATO Green (612),,Speedpaint Comparison,95.2,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnt Moss,,AK Interactive,3rd Gen Acrylic,Dark Blue-Grey (AK11164),,Speedpaint Comparison,97.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnt Moss,,Vallejo,Model Color,German Uniform (70.920),,Speedpaint Comparison,96.5,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnt Moss,,Vallejo,Model Color,Gunship Green (70.895),,Speedpaint Comparison,96.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Gunner Camo,,Monument,Pro Acryl Standard,Dark Camo Green (036),,Speedpaint Comparison,96.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Gunner Camo,,AK Interactive,3rd Gen Acrylic,Dark Green-Grey (AK11133),,Speedpaint Comparison,96.0,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Gunner Camo,,Two Thin Coats,Wave 1,Emerald Green,,Speedpaint Comparison,95.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Absolution Green,,AK Interactive,3rd Gen Acrylic,Dark Green (AK11146),,Speedpaint Comparison,95.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Absolution Green,,Citadel,Base,Caliban Green,,Speedpaint Comparison,95.6,Medium,base paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Absolution Green,,Citadel,Air,Caliban Green,,Speedpaint Comparison,95.6,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
