Source_Company,Source_Product_Line,Source_Paint_Name,Source_Paint_ID,Equivalent_Company,Equivalent_Product_Line,Equivalent_Paint_Name,Equivalent_Paint_ID,Match_Type,Similarity_Percent,Confidence,Equivalent_Category,Source,Source_Document,Notes
Army Painter,Speedpaint 2.0,Burnished Red,,Vallejo,Xpress Color,Tanned Skin (72.471),,Speedpaint Comparison,95.6,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnished Red,,Army Painter,Warpaints Fanatic,Dryad Brown,,Speedpaint Comparison,98.7,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnished Red,,Army Painter,Warpaints Fanatic,Leather Brown,,Speedpaint Comparison,96.5,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnished Red,,AK Interactive,3rd Gen Acrylic,Burnt Red (AK11097),,Speedpaint Comparison,96.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnished Red,,Vallejo,Model Color,Flat Brown (70.984),,Speedpaint Comparison,96.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnished Red,,Two Thin Coats,Wave 1,Boar Hide,,Speedpaint Comparison,95.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnished Red,,Vallejo,Model Color,Dark Red (70.946),,Speedpaint Comparison,95.5,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnished Red,,Citadel,Base,Thondia Brown,,Speedpaint Comparison,96.4,Medium,base paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnished Red,,Vallejo,Model Air,German Red Brown (605),,Speedpaint Comparison,98.1,High,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Burnished Red,,Vallejo,Model Air,German Red Brown (71.271),,Speedpaint Comparison,96.5,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ruddy Fur,,Citadel,Contrast,Gryph-Hound Orange,,Speedpaint Comparison,95.7,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ruddy Fur,,Vallejo,Xpress Color,Phoenix Orange - Intense (72.478),,Speedpaint Comparison,95.6,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ruddy Fur,,AK Interactive,3rd Gen Acrylic,Beast Brown - Color Punch (AK11278),,Speedpaint Comparison,96.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ruddy Fur,,AK Interactive,3rd Gen Acrylic,Medium Rust (AK11103),,Speedpaint Comparison,96.5,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ruddy Fur,,AK Interactive,3rd Gen Acrylic,Brick Red (AK11093),,Speedpaint Comparison,95.5,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Hardened Leather,,Citadel,Layer,Balor Brown,,Speedpaint Comparison,97.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Hardened Leather,,Citadel,Layer,Skrag Brown,,Speedpaint Comparison,96.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Hardened Leather,,Scale75,Inktensity,Inktense Ochre (SC98),,Speedpaint Comparison,95.2,Medium,inks,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Noble Skin,,Vallejo,Xpress Color,Battledress Brown (72.473),,Speedpaint Comparison,97.9,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Noble Skin,,Citadel,Layer,Skavenblight Dinge,,Speedpaint Comparison,97.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Noble Skin,,Two Thin Coats,Wave 1,Cuirass Leather,,Speedpaint Comparison,95.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Noble Skin,,Vallejo,Model Color,German Tank Crew (70.759),,Speedpaint Comparison,95.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Noble Skin,,Vallejo,Model Air,Dark Green RLM71 (71.015),,Speedpaint Comparison,97.7,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Noble Skin,,Vallejo,Model Air,IJA Olive Green (71.286),,Speedpaint Comparison,97.7,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Noble Skin,,Vallejo,Model Air,N. 41 Dark Olive Drab (71.316),,Speedpaint Comparison,97.7,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Noble Skin,,Vallejo,Model Air,Camouflage Medium Brown (71.038),,Speedpaint Comparison,96.0,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Noble Skin,,Vallejo,Model Air,Nato Brown (71.249),,Speedpaint Comparison,95.9,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Noble Skin,,Vallejo,Model Air,US Olive Drab (71.043),,Speedpaint Comparison,95.7,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Noble Skin,,Citadel,Dry,Sylvaneth Bark,,Speedpaint Comparison,96.1,Medium,drybrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Goddess Glow,,Two Thin Coats,Wave 1,Fur Cloak,,Speedpaint Comparison,98.0,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Goddess Glow,,Army Painter,Warpaints Fanatic,Ruddy Umber,,Speedpaint Comparison,96.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Goddess Glow,,Army Painter,Warpaints Fanatic,Tiger's Eye Skin,,Speedpaint Comparison,96.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Goddess Glow,,Monument,Pro Acryl Signature,Advanced Flesh Tone (S17),,Speedpaint Comparison,95.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Goddess Glow,,Two Thin Coats,Wave 2,Asmodeus Red,,Speedpaint Comparison,95.7,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Warrior Skin,,Two Thin Coats,Wave 3,Vambrace Brown,,Speedpaint Comparison,98.1,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Warrior Skin,,Vallejo,Model Color,Cork Brown (70.843),,Speedpaint Comparison,97.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Warrior Skin,,Vallejo,Model Color,Beige Red (70.804),,Speedpaint Comparison,97.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Warrior Skin,,Army Painter,Warpaints,Tanned Flesh,,Speedpaint Comparison,96.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Warrior Skin,,Vallejo,Model Color,Orange Brown (70.981),,Speedpaint Comparison,95.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Warrior Skin,,Citadel,Base,Ratskin Flesh,,Speedpaint Comparison,96.2,Medium,base paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Murder Scene,,Vallejo,Xpress Color,Velvet Red (72.407),,Speedpaint Comparison,95.5,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Murder Scene,,Citadel,Contrast,Volupus Pink,,Speedpaint Comparison,95.3,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Murder Scene,,Army Painter,Warpaints Fanatic,Basilisk Red,,Speedpaint Comparison,97.7,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Murder Scene,,Monument,Pro Acryl Standard,Burnt Red (008),,Speedpaint Comparison,96.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Murder Scene,,AK Interactive,3rd Gen Acrylic,Laser Magenta (AK11066),,Speedpaint Comparison,95.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Slaughter Red,,Vallejo,Xpress Color,Plasma Red (72.406),,Speedpaint Comparison,95.7,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Slaughter Red,,Citadel,Contrast,Blood Angels Red,,Speedpaint Comparison,95.1,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Slaughter Red,,Vallejo,Model Color,Carmine Red (70.908),,Speedpaint Comparison,97.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Slaughter Red,,Army Painter,Warpaints Fanatic,Resplendent Red,,Speedpaint Comparison,97.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Slaughter Red,,Monument,Pro Acryl Standard,Burnt Orange (037),,Speedpaint Comparison,96.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Slaughter Red,,Vallejo,Model Color,Flat Red (70.957),,Speedpaint Comparison,95.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Blood Red,,Vallejo,Game Color,Hot Orange (72.009),,Speedpaint Comparison,97.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Blood Red,,Scale75,Scalecolor,Aldebaran Red (SC38),,Speedpaint Comparison,97.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Blood Red,,Scale75,Fantasy & Games,Beherit Red (SFG05),,Speedpaint Comparison,97.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Blood Red,,Citadel,Layer,Wild Rider Red,,Speedpaint Comparison,96.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Blood Red,,Two Thin Coats,Wave 1,Fanatic Orange,,Speedpaint Comparison,96.0,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Blood Red,,AK Interactive,3rd Gen Acrylic,Deep Red - Intense (AK11088),,Speedpaint Comparison,95.6,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Blood Red,,Scale75,Inktensity,Inktense Red (SC85),,Speedpaint Comparison,96.0,Medium,inks,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Blood Red,,Citadel,Base,Jokaero Orange,,Speedpaint Comparison,98.5,High,base paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Poppy Red,,AK Interactive,3rd Gen Acrylic,Ruby (AK11084),,Speedpaint Comparison,97.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Poppy Red,,Vallejo,Model Color,Scarlet (70.817),,Speedpaint Comparison,97.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Poppy Red,,Vallejo,Model Color,Clear Orange (70.956),,Speedpaint Comparison,96.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Poppy Red,,Vallejo,Game Color,Bloody Red (72.010),,Speedpaint Comparison,96.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Poppy Red,,AK Interactive,3rd Gen Acrylic,Scarlet Red (AK11087),,Speedpaint Comparison,96.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Poppy Red,,Vallejo,Model Color,Vermilion (70.909),,Speedpaint Comparison,96.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Poppy Red,,Vallejo,Game Air,Bloody Red (76.010),,Speedpaint Comparison,96.2,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Poppy Red,,Vallejo,Game Air,Bloody Red (70.632),,Speedpaint Comparison,96.2,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Poppy Red,,Citadel,Air,Angron Red Clear,,Speedpaint Comparison,95.1,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Poppy Red,,Vallejo,Model Air,Red RLM23 (71.003),,Speedpaint Comparison,95.0,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Poppy Red,,Vallejo,Game Color,Red (72.086),,Speedpaint Comparison,95.0,Medium,inks,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bright Red,,Army Painter,Speedpaint 2.0,Aged Hide,,Speedpaint Comparison,95.6,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bright Red,,Army Painter,Warpaints Fanatic,Sacred Scarlet,,Speedpaint Comparison,98.3,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bright Red,,Vallejo,Game Color,Hot Orange (72.009),,Speedpaint Comparison,97.5,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bright Red,,AK Interactive,3rd Gen Acrylic,Cadmium Red (AK11085),,Speedpaint Comparison,96.9,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bright Red,,Army Painter,Warpaints Fanatic,Legendary Red,,Speedpaint Comparison,96.5,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bright Red,,AK Interactive,3rd Gen Acrylic,Sun Red - Color Punch (AK11279),,Speedpaint Comparison,96.4,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bright Red,,Two Thin Coats,Wave 3,Apocalypse Sky,,Speedpaint Comparison,96.1,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bright Red,,Vallejo,Model Air,Light Red (71.086),,Speedpaint Comparison,97.6,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Bright Red,,Vallejo,Model Air,Orange (71.083),,Speedpaint Comparison,96.9,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maize Yellow,,AK Interactive,3rd Gen Acrylic,Lemon Yellow (AK11047),,Speedpaint Comparison,99.3,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maize Yellow,,Army Painter,Warpaints,Babe Blonde,,Speedpaint Comparison,99.2,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maize Yellow,,Monument,Pro Acryl Standard,Golden Yellow (006),,Speedpaint Comparison,98.6,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maize Yellow,,Citadel,Layer,Phalanx Yellow,,Speedpaint Comparison,98.5,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maize Yellow,,Army Painter,Warpaints,Daemonic Yellow,,Speedpaint Comparison,98.1,High,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maize Yellow,,Citadel,Layer,Yriel Yellow,,Speedpaint Comparison,97.3,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Maize Yellow,,Citadel,Air,Phalanx Yellow,,Speedpaint Comparison,98.5,High,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ancient Honey,,Citadel,Contrast,Bad Moon Yellow,,Speedpaint Comparison,97.6,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ancient Honey,,Army Painter,Speedpaint 2.0,Zealot Yellow,,Speedpaint Comparison,96.7,Medium,speed paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ancient Honey,,Citadel,Base,Averland Sunset,,Speedpaint Comparison,95.5,Medium,base paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ancient Honey,,Vallejo,Game Air,Moon Yellow (76.005),,Speedpaint Comparison,96.9,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ancient Honey,,Citadel,Air,Averland Sunset,,Speedpaint Comparison,95.6,Medium,airbrush paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ancient Honey,,AK Interactive,3rd Gen Acrylic,Sand Yellow (AK11035),,Speedpaint Comparison,97.8,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ancient Honey,,AK Interactive,3rd Gen Acrylic,Deep Yellow - Intense (AK11045),,Speedpaint Comparison,97.7,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
Army Painter,Speedpaint 2.0,Ancient Honey,,Army Painter,Warpaints Fanatic,Daemonic Yellow,,Speedpaint Comparison,97.2,Medium,layer paints,ArmyCrafter Speedpaint 2.0 comparison document,speedpaint_grimblack_thru_absolution green      (1).docx,Parsed from uploaded Speedpaint comparison DOCX.
